id,title,rating_num,votes_num,stars_list,directors_list,writers_list,star_fame,director_fame,writer_fame,combined_fame,star_profile_tier,director_profile_tier,writer_profile_tier,n_stars,n_directors,n_writers
tt1307068,Seeking a Friend for the End of the World,6.7,121000.0,"['Steve Carell', 'Keira Knightley', 'Melanie Lynskey', 'Patton Oswalt', 'Adam Brody', 'Connie Britton', 'Roger Aaron Brown', 'Rob Huebel', 'Trisha Gorman', 'Nancy Carell']",['Lorene Scafaria'],['Lorene Scafaria'],37.0,3.0,4.0,14.666666666666666,Low-profile,Low-profile,Low-profile,10,1,1
tt0020572,Welcome Danger,5.9,856.0,"['Harold Lloyd', 'Barbara Kent', 'Noah Young', 'Charles Middleton', 'Will Walling', 'Grady Sutton', 'Brooks Benedict', 'Eddy Chandler', 'Rae Daggett', 'Douglas Haig']","['Clyde Bruckman', 'Malcolm St. Clair']","['Paul Gerard Smith', 'Felix Adler', 'Lex Neal']",65.0,44.0,30.0,46.333333333333336,Low-profile,High-profile,High-profile,10,2,3
tt3272066,Reminiscence,5.9,69000.0,"['Hugh Jackman', 'Rebecca Ferguson', 'Thandiwe Newton', 'Cliff Curtis', 'Marina de Tavira', 'Daniel Wu', 'Mojean Aria', 'Brett Cullen', 'Natalie Martinez', 'Angela Sarafyan']",['Lisa Joy'],['Lisa Joy'],34.0,1.0,1.0,12.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0036210,O noapte furtunoasa,7.4,350.0,"['Stefan Baroi', 'Radu Beligan', 'Elena Bulandra', 'Gheorghe Ciprian', 'Iancu Constantinescu', 'George Demetru', 'Florica Demion', 'Miluta Gheorghiu', 'Alexandru Giugaru', 'Leontina Ioanid']",['Jean Georgescu'],['Ion Luca Caragiale'],6.0,1.0,5.0,4.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0095556,Lucky Stiff,4.7,501.0,"['Donna Dixon', 'Joe Alaskey', 'Jeff Kober', 'Fran Ryan', 'William Morgan Sheppard', 'Barbara Howard', 'Leigh McCloskey', 'Elizabeth Arlen', 'Charles Frank', 'Andy Wood']",['Anthony Perkins'],['Pat Proft'],13.0,2.0,21.0,12.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0236420,Lesviakos Avgoustos,4.9,114.0,"['Giorgos Hristodoulou', 'Katia Dandoulaki', 'Rena Kosmidou', 'Joanna Papa', 'Giannis Papathanasis', 'Stavros Farmakis', 'Babis Alatzas', 'Kl. Pitsiladis', 'Stavros Hatzilabros']",['Errikos Andreou'],"['Petros Anagnostopoulos', 'Antonis Metaxas']",5.0,4.0,1.0,3.3333333333333335,Low-profile,Low-profile,Low-profile,9,1,2
tt34748740,Spit,7.8,98.0,"['Sami Afuni', 'Kenaan Ali', 'Kerith Atkinson', 'Wayne Banfield', 'Annisa Belonogoff', 'Kim Britton', 'Izac Brodrick', 'Ayik Chut', 'Lydia Collinge', 'Steven Cragg']",['Jonathan Teplitzky'],['Chris Nyst'],1.0,5.0,2.0,2.6666666666666665,Low-profile,Low-profile,Low-profile,10,1,1
tt0034269,Texas,6.7,1500.0,"['William Holden', 'Glenn Ford', 'Claire Trevor', 'George Bancroft', 'Edgar Buchanan', 'Don Beddoe', 'Andrew Tombes', 'Addison Richards', 'Edmund MacDonald', 'Joseph Crehan']",['George Marshall'],"['Horace McCoy', 'Lewis Meltzer', 'Michael Blankfort']",106.0,81.0,33.0,73.33333333333333,High-profile,High-profile,High-profile,10,1,3
tt0020364,The Saturday Night Kid,5.7,324.0,"['Clara Bow', 'Jean Arthur', 'James Hall', 'Edna May Oliver', 'Charles Sellon', 'Ethel Wales', 'Hyman Meyer', 'Alice Adair', 'Ernie Adams', 'Irving Bacon']",['A. Edward Sutherland'],"['George Abbott', 'John V.A. Weaver', 'Lloyd Corrigan']",118.0,46.0,26.0,63.333333333333336,High-profile,High-profile,High-profile,10,1,3
tt5068162,Sometimes Always Never,6.3,3400.0,"['Bill Nighy', 'Sam Riley', 'Alice Lowe', 'Jenny Agutter', 'Tim McInnerny', 'John Westley', 'Oliver Sindcup', 'Louis Healy', 'Ella-Grace Gregoire', 'Alan Williams']",['Carl Hunter'],['Frank Cottrell Boyce'],53.0,1.0,14.0,22.666666666666668,Low-profile,Low-profile,Low-profile,10,1,1
tt0085622,The Grey Fox,7.3,2700.0,"['Richard Farnsworth', 'Jackie Burroughs', 'Ken Pogue', 'Wayne Robson', 'Timothy Webber', 'Gary Reineke', 'David Petersen', 'Don MacKay', 'Samantha Langevin', 'Tom Heaton']",['Phillip Borsos'],['John Hunter'],21.0,5.0,11.0,12.333333333333334,Low-profile,Low-profile,Low-profile,10,1,1
tt0065112,Topaz,6.2,20000.0,"['Frederick Stafford', 'Dany Robin', 'John Vernon', 'Karin Dor', 'Claude Jade', 'Michel Subor', 'Michel Piccoli', 'Philippe Noiret', 'John Forsythe', 'Per-Axel Arosenius']",['Alfred Hitchcock'],"['Leon Uris', 'Samuel A. Taylor']",76.0,57.0,13.0,48.666666666666664,High-profile,High-profile,Low-profile,10,1,2
tt34435532,Mermaid,7.5,17.0,"['Johnny Pemberton', 'Avery Potemri', 'Nancy McCrumb', 'Robert Patrick', 'Tyler Rice', 'Kevin Nealon', 'Kirk Fox', 'Kevin Dunn', 'Tom Arnold', 'Julia Valentine Larson']",['Tyler Cornack'],['Tyler Cornack'],45.0,1.0,1.0,15.666666666666666,Low-profile,Low-profile,Low-profile,10,1,1
tt0033150,They Knew What They Wanted,6.0,508.0,"['Carole Lombard', 'Charles Laughton', 'William Gargan', 'Harry Carey', 'Frank Fay', 'Joseph E. Bernard', 'Janet Fox', 'Lee Tong Foo', 'Karl Malden', 'Victor Kilian']",['Garson Kanin'],"['Robert Ardrey', 'Sidney Howard']",79.0,10.0,19.0,36.0,High-profile,Low-profile,Low-profile,10,1,2
tt0113141,The Legend of Galgameth,6.0,698.0,"['Devin Oatway', 'Sean McNamara', 'Stephen Macht', 'Lou Wagner', 'Elizabeth Cheap', 'Time Winters', 'Patrick Richwood', ""Brendan O'Brien"", 'Tom Dugan', 'Richard Steven Horvitz']",['Sean McNamara'],"['Shin Sang-ok', 'Turi Meyer', 'Alfredo Septién']",79.0,10.0,3.0,30.666666666666668,High-profile,Low-profile,Low-profile,10,1,3
tt0039042,Traffic in Crime,5.9,68.0,"['Kane Richmond', 'Anne Nagel', 'Adele Mara', 'Wade Crosby', 'Wilton Graff', 'Roy Barcroft', 'Dick Curtis', 'Arthur Loft', 'Harry Cheshire', 'Robert J. Wilke']",['Lesley Selander'],"['David Lang', 'Leslie T. White']",115.0,111.0,24.0,83.33333333333333,High-profile,High-profile,High-profile,10,1,2
tt0846308,Kit Kittredge: An American Girl,6.5,6500.0,"['Abigail Breslin', 'Stanley Tucci', 'Joan Cusack', 'Julia Ormond', ""Chris O'Donnell"", 'Jane Krakowski', 'Wallace Shawn', 'Max Thieriot', 'Willow Smith', 'Glenne Headly']",['Patricia Rozema'],"['Ann Peacock', 'Valerie Tripp']",62.0,6.0,5.0,24.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt1978447,Policeman,6.3,1100.0,"['Yiftach Klein', 'Yaara Pelzig', 'Michael Moshonov', 'Menashe Noy', 'Michael Aloni', 'Gal Hoyberger', 'Meital Berdah', 'Shaul Mizrahi', 'Rona-Lee Shimon', 'Ben Adam']",['Nadav Lapid'],['Nadav Lapid'],4.0,4.0,4.0,4.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0339034,From Justin to Kelly,1.9,27000.0,"['Kelly Clarkson', 'Justin Guarini', 'Katherine Bailess', 'Anika Noni Rose', 'Gregory Siff', 'Brian Dietzen', 'Jason Yribar', 'Theresa San-Nicolas', 'Justin Gorence', 'Christopher Bryan']",['Robert Iscove'],['Kim Fuller'],8.0,4.0,3.0,5.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0085266,Boogeyman II,2.2,1300.0,"['Suzanna Love', 'Ulli Lommel', 'Shannah Hall', 'Sholto von Douglas', 'Bob Rosenfarb', 'Rhonda Aldrich', 'Sarah Jean Watkins', 'Rock Mackenzie', 'Raf Nazario', 'Leslie Smith']","['Bruce Pearn', 'Ulli Lommel', 'Paul Willson']","['Ulli Lommel', 'Suzanna Love', 'Bruce Pearn']",17.0,11.0,10.0,12.666666666666666,Low-profile,Low-profile,Low-profile,10,3,3
tt0053278,Four Desperate Men,6.4,368.0,"['Aldo Ray', 'Heather Sears', 'Neil McCallum', 'Victor Maddern', 'Carlo Giustini', 'Alan Tilvern', 'Barbara Mullen', 'Gerry Duggan', 'Kenneth J. Warren', 'Grant Taylor']",['Harry Watt'],"['Harry Watt', 'Inman Hunter', 'Lee Robinson']",50.0,7.0,7.0,21.333333333333332,Low-profile,Low-profile,Low-profile,10,1,3
tt0051907,Maracaibo,5.8,124.0,"['Cornel Wilde', 'Jean Wallace', 'Abbe Lane', 'Francis Lederer', 'Michael Landon', 'Joe E. Ross', 'Jack Kosslyn', 'Lillian Buyeff', 'George Ramsey', 'Martín Vargas']",['Cornel Wilde'],"['Ted Sherdeman', 'Stirling Silliphant']",47.0,8.0,24.0,26.333333333333332,Low-profile,Low-profile,High-profile,10,1,2
tt7193362,Where's My Roy Cohn?,7.0,1300.0,"['Roy M. Cohn', 'Ken Auletta', 'Marie Brenner', 'Robert Cohen', 'Thomas Doherty', 'Joseph Epstein', 'David Cay Johnston', 'Elizabeth Kabler', 'Martin London', 'David Marcus']",['Matt Tyrnauer'],"['Roy M. Cohn', 'Ken Auletta', 'Marie Brenner']",4.0,6.0,4.0,4.666666666666667,Low-profile,Low-profile,Low-profile,10,1,3
tt0040714,Der Prozeß,7.3,154.0,"['Maria Eis', 'Aglaja Schmid', 'Marianne Schönauer', 'Ewald Balser', 'Ernst Deutsch', 'Josef Meinrad', 'Heinz Moog', 'Hermann Thimig', 'Rega Hafenbrödl', 'Ida Russka']",['Georg Wilhelm Pabst'],"['Rudolf Brunngraber', 'Kurt Heuser', 'Emmerich Robenz']",17.0,29.0,13.0,19.666666666666668,Low-profile,High-profile,Low-profile,10,1,3
tt3212392,Actress,6.2,456.0,"['Brandy Burre', 'Daytona Love', 'Michael Tomlinson']",['Robert Greene'],"['Brandy Burre', 'Daytona Love', 'Michael Tomlinson']",2.0,3.0,1.0,2.0,Low-profile,Low-profile,Low-profile,3,1,3
tt0064333,Flareup,5.0,594.0,"['Raquel Welch', 'James Stacy', 'Luke Askew', 'Don Chastain', 'Ron Rifkin', 'Jean Byron', 'Pat Delaney', 'Sandra Giles', 'Kay Peters', 'Joe Billings']",['James Neilson'],['Mark Rodgers'],28.0,14.0,3.0,15.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0033662,Gilberte de Courgenay,7.1,80.0,"['Anne-Marie Blanc', 'Hélène Dalmet', 'Heinrich Gretler', 'Ditta Oesch', 'Mathilde Danegger', 'Erwin Kohlund', 'Rudolf Bernhard', 'Jakob Sulzer', 'Schaggi Streuli', 'Walter Sprünglin']",['Franz Schnyder'],"['Kurt Guggenheim', 'Rudolf Bolo Mäglin', 'Richard Schweizer']",22.0,4.0,7.0,11.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0068768,Joe Kidd,6.4,22000.0,"['Clint Eastwood', 'Robert Duvall', 'John Saxon', 'Don Stroud', 'Stella Garcia', 'James Wainwright', 'Paul Koslo', 'Gregory Walcott', 'Dick Van Patten', 'Lynne Marta']",['John Sturges'],['Elmore Leonard'],72.0,42.0,22.0,45.333333333333336,High-profile,High-profile,Low-profile,10,1,1
tt0049072,Chori Chori,7.2,583.0,"['Nargis', 'Raj Kapoor', 'Gope', 'Bhagwan Palav', 'Pran Sikand', 'David Abraham', 'Mukri', 'Raj Mehra', 'Indira Bansal', 'Amir Banu']",['Anant Thakur'],['Agha Jani Kashmiri'],103.0,2.0,17.0,40.666666666666664,High-profile,Low-profile,Low-profile,10,1,1
tt0026292,Doubting Thomas,6.4,216.0,"['Will Rogers', 'Billie Burke', 'Alison Skipworth', 'Sterling Holloway', 'Andrew Tombes', 'Gail Patrick', 'Frances Grant', 'Frank Albertson', 'Johnny Arthur', 'Helen Flint']",['David Butler'],"['William M. Conselman', 'Bartlett Cormack', 'George Kelly']",74.0,62.0,51.0,62.333333333333336,High-profile,High-profile,High-profile,10,1,3
tt0052715,The Crowning Experience,6.8,33.0,"['Muriel Smith', 'Ann Buckles', 'Louis Byles', 'George McCurdy', 'William Pawley Jr.', 'Phyllis Konstam', 'Anna Marie McCurdy', 'Robert Anderson', 'Cecil Broadhurst', 'Joel McCrea']","['Marion Clayton Anderson', 'Rickard Tegström']",['Alan Thornhill'],84.0,1.0,1.0,28.666666666666668,High-profile,Low-profile,Low-profile,10,2,1
tt0202490,The Hardy Boys: The Mystery of the Chinese Junk,7.6,43.0,"['Richard Gates', 'Tim Matheson', 'Portia Nelson', 'Rickey Kelman', 'Jan-Michael Vincent', 'Stephen Jahn', 'Brian Fong', 'Richard Anderson', 'Edward Andrews', 'James Shigeta']",['Larry Peerce'],"['Edward Stratemeyer', 'Ronald Dunas', 'Richard Murphy']",39.0,16.0,23.0,26.0,Low-profile,Low-profile,High-profile,10,1,3
tt0076400,Wifemistress,6.8,661.0,"['Laura Antonelli', 'Marcello Mastroianni', 'Leonard Mann', 'William Berger', 'Gastone Moschin', 'Olga Karlatos', 'Stefano Patrizi', 'Luigi Diberti', 'Enzo Robutti', 'Daniele Gabbai']",['Marco Vicario'],"['Rodolfo Sonego', 'Marco Vicario']",103.0,8.0,34.0,48.333333333333336,High-profile,Low-profile,High-profile,10,1,2
tt0041314,Dr. Morelle: The Case of the Missing Heiress,5.6,167.0,"['Valentine Dyall', 'Julia Lang', 'Hugh Griffith', 'Philip Leaver', 'Jean Lodge', 'Peter Drury', 'Sidney Vivian', 'John Sharp', 'James Raglan', 'Bruce Walker']",['Godfrey Grayson'],"['Roy Plomley', 'Ambrose Grayson', 'Wilfred Burr']",41.0,10.0,3.0,18.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0069765,Bang the Drum Slowly,6.7,6400.0,"['Michael Moriarty', 'Robert De Niro', 'Vincent Gardenia', 'Phil Foster', 'Ann Wedgeworth', 'Patrick McVey', 'Heather MacRae', 'Selma Diamond', 'Barbara Babcock', 'Maurice Rosenfield']",['John D. Hancock'],['Mark Harris'],97.0,8.0,1.0,35.333333333333336,High-profile,Low-profile,Low-profile,10,1,1
tt0028705,Champagne Waltz,6.0,83.0,"['Gladys Swarthout', 'Fred MacMurray', 'Jack Oakie', 'Veloz', 'Yolanda', 'Herman Bing', 'Fritz Leiber', 'Vivienne Osborne', 'Frank Forest', 'Benny Baker']",['A. Edward Sutherland'],"['Frank Butler', 'Don Hartman', 'H.S. Kraft']",81.0,46.0,48.0,58.333333333333336,High-profile,High-profile,High-profile,10,1,3
tt3608848,NOW: In the Wings on a World Stage,7.1,439.0,"['Kevin Spacey', 'Maureen Anderman', 'Stephen Lee Anderson', 'Jeremy Bobb', 'Nathan Darrow', 'Jack Ellis', 'Haydn Gwynne', 'Chukwudi Iwuji', 'Isaiah Johnson', 'Gemma Jones']",['Jeremy Whelehan'],"['Kevin Spacey', 'Maureen Anderman', 'Stephen Lee Anderson']",46.0,1.0,2.0,16.333333333333332,Low-profile,Low-profile,Low-profile,10,1,3
tt0061956,Maroc 7,5.2,288.0,"['Gene Barry', 'Elsa Martinelli', 'Leslie Phillips', 'Cyd Charisse', 'Denholm Elliott', 'Alexandra Stewart', 'Angela Douglas', 'Eric Barker', 'Tracy Reed', 'Maggie London']","[""Gerry O'Hara""]",['David D. Osborn'],65.0,9.0,11.0,28.333333333333332,Low-profile,Low-profile,Low-profile,10,1,1
tt0071910,The Night Porter,6.6,16000.0,"['Dirk Bogarde', 'Charlotte Rampling', 'Philippe Leroy', 'Gabriele Ferzetti', 'Giuseppe Addobbati', 'Isa Miranda', 'Nino Bignamini', 'Marino Masé', 'Amedeo Amodio', 'Piero Vida']",['Liliana Cavani'],"['Liliana Cavani', 'Italo Moscati', 'Barbara Alberti']",60.0,9.0,13.0,27.333333333333332,Low-profile,Low-profile,Low-profile,10,1,3
tt0029984,Charlie Chan in Honolulu,6.7,1900.0,"['Sidney Toler', 'Phyllis Brooks', 'Victor Sen Yung', 'Eddie Collins', ""John 'Dusty' King"", 'Claire Dodd', 'George Zucco', 'Robert Barrat', 'Marc Lawrence', 'Richard Lane']",['H. Bruce Humberstone'],"['Charles Belden', 'Earl Derr Biggers', 'Chandler Sprague']",108.0,39.0,54.0,67.0,High-profile,High-profile,High-profile,10,1,3
tt0116684,Jane Eyre,6.8,10000.0,"['William Hurt', 'Charlotte Gainsbourg', 'Anna Paquin', 'Nic Knight', 'Nicola Howard', 'Sasha Graff', 'Fiona Shaw', 'John Wood', 'Geraldine Chaplin', 'Amanda Root']",['Franco Zeffirelli'],"['Charlotte Brontë', 'Hugh Whitemore', 'Franco Zeffirelli']",55.0,11.0,8.0,24.666666666666668,Low-profile,Low-profile,Low-profile,10,1,3
tt4036488,Saving Banksy,6.8,1100.0,"['Ben Eine', 'Glen E. Friedman', ""Kelly 'Risk' Graval"", 'Doze Green', 'Hera', 'Lolita Laav', 'Blek Le Rat', 'Anthony Lister', ""Niels 'Shoe' Meulman"", 'Revok']",['Colin M. Day'],"['Éva Boros', 'Paul Polycarpou']",1.0,1.0,1.0,1.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0086429,Testament,6.9,7500.0,"['Jane Alexander', 'William Devane', 'Rossie Harris', 'Roxana Zal', 'Lukas Haas', 'Philip Anglim', 'Lilia Skala', 'Leon Ames', 'Lurene Tuttle', 'Rebecca De Mornay']",['Lynne Littman'],"['Carol Amen', 'John Sacret Young']",74.0,1.0,3.0,26.0,High-profile,Low-profile,Low-profile,10,1,2
tt0019664,The Aviator,5.9,28.0,"['Edward Everett Horton', 'Patsy Ruth Miller', 'Johnny Arthur', 'Lee Moran', 'Edward Martindel', 'Armand Kaliz', 'Kewpie Morgan', 'Phillips Smalley', 'William Bailey']",['Roy Del Ruth'],"['James Montgomery', 'Robert Lord', 'Arthur Caesar']",108.0,77.0,54.0,79.66666666666667,High-profile,High-profile,High-profile,9,1,3
tt0321376,Balseros,7.2,643.0,"['Guillermo Armas', 'Maria Celeste Arraras', 'Rafael Cano', 'Fidel Castro', 'Bill Clinton', 'Oscar Del Valle', 'Mericys Gonzalez', 'Misclaida Gonzalez', 'Miriam Hernández', 'Juan Carlos Subiza']","['Carles Bosch', 'Josep Maria Domènech']","['Carles Bosch', 'David Trueba']",30.0,1.0,7.0,12.666666666666666,Low-profile,Low-profile,Low-profile,10,2,2
tt0075901,Cyclone,4.8,923.0,"['Arthur Kennedy', 'Carroll Baker', 'Lionel Stander', 'Andrés García', 'Hugo Stiglitz', 'Mario Almada', 'Olga Karlatos', ""Stefania D'Amario"", 'Milton Rodríguez', 'René Cardona III']",['René Cardona Jr.'],"['René Cardona Jr.', 'Carlos Valdemar']",67.0,20.0,21.0,36.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0052190,The Sheepman,6.8,3200.0,"['Glenn Ford', 'Shirley MacLaine', 'Leslie Nielsen', 'Mickey Shaughnessy', 'Edgar Buchanan', 'Willis Bouchey', 'Pernell Roberts', 'Slim Pickens', ""Robert 'Buzz' Henry"", 'Pedro Gonzalez Gonzalez']",['George Marshall'],"['William Bowers', 'James Edward Grant', 'William Roberts']",83.0,81.0,45.0,69.66666666666667,High-profile,High-profile,High-profile,10,1,3
tt0065105,Alf 'n' Family,6.2,535.0,"['Warren Mitchell', 'Dandy Nichols', 'Anthony Booth', 'Una Stubbs', 'Liam Redmond', 'Bill Maynard', 'Brian Blessed', 'Sam Kydd', 'Frank Thornton', 'Ann Lancaster']",['Norman Cohen'],['Johnny Speight'],33.0,9.0,3.0,15.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0092150,Vasectomy: A Delicate Matter,3.8,113.0,"['Paul Sorvino', 'Abe Vigoda', 'Ina Balin', 'Cassandra Edwards', ""Leonard D'John"", 'Wayne Powers', 'Catherine Battistone', 'John C. Moskoff', 'Lorne Greene', 'Gary Raff']",['Robert Burge'],"['Robert Burge', 'Robert Hilliard']",40.0,3.0,2.0,15.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0091766,Playing Beatie Bow,5.7,376.0,"['Imogen Annesley', 'Peter Phelps', 'Mouche Phillips', 'Nikki Coghill', ""Moya O'Sullivan"", 'Don Barker', 'Lyndel Rowe', 'Barbara Stephens', 'Damian Janko', 'Phoebe Salter']",['Donald Crombie'],"['Peter Gawler', 'Ruth Park']",3.0,4.0,1.0,2.6666666666666665,Low-profile,Low-profile,Low-profile,10,1,2
tt0055197,Most Dangerous Man Alive,5.4,329.0,"['Ron Randell', 'Debra Paget', 'Elaine Stewart', 'Anthony Caruso', 'Gregg Palmer', 'Morris Ankrum', 'Tudor Owen', 'Steve Mitchell', 'Joel Donte']",['Allan Dwan'],"['James Leicester', 'Phillip Rock', 'Michael Pate']",96.0,94.0,4.0,64.66666666666667,High-profile,High-profile,Low-profile,9,1,3
tt0039503,"It's a Joke, Son!",5.9,301.0,"['Kenny Delmar', 'Una Merkel', 'June Lockhart', 'Kenneth Farrell', 'Douglass Dumbrille', 'Jimmy Conlin', 'Matt Willis', 'Ralph Sanford', 'Daisy', 'Vera Lewis']",['Benjamin Stoloff'],"['Robert E. Kent', 'Paul Gerard Smith']",105.0,38.0,78.0,73.66666666666667,High-profile,High-profile,High-profile,10,1,2
tt3601350,Eva Hesse,7.1,193.0,"['Selma Blair', 'Bob Balaban', 'Patrick Kennedy', 'Julia-Maria Köhler', 'Ernst August Schepmann', 'Michael Che Koch', 'Tom Doyle', 'Werner Nekes', 'Eva Hesse', 'Adolf Hitler']",['Marcie Begleiter'],['Marcie Begleiter'],36.0,1.0,1.0,12.666666666666666,Low-profile,Low-profile,Low-profile,10,1,1
tt0037539,Bewitched,5.6,692.0,"['Edmund Gwenn', 'Phyllis Thaxter', 'Henry H. Daniels Jr.', 'Addison Richards', 'Kathleen Lockhart', 'Francis Pierlot', 'Sharon McManus', 'Gladys Blake', 'Will Wright', 'Stephen McNally']",['Arch Oboler'],['Arch Oboler'],106.0,8.0,12.0,42.0,High-profile,Low-profile,Low-profile,10,1,1
tt0035107,Mystery of Marie Roget,5.9,413.0,"['Maria Montez', 'Patric Knowles', 'Maria Ouspenskaya', 'John Litel', 'Edward Norris', 'Lloyd Corrigan', ""Nell O'Day"", 'Frank Reicher', 'Clyde Fillmore', 'Paul E. Burns']",['Phil Rosen'],"['Edgar Allan Poe', 'Michael Jacoby']",119.0,87.0,52.0,86.0,High-profile,High-profile,High-profile,10,1,2
tt0448743,Shaheed-E-Azad Bhagat Singh,8.2,15.0,"['Prem Adib', 'Smriti Biswas', 'Cuckoo', 'Paidi Jairaj', 'Amirbai Karnataki', 'Johnny Walker']","['Prem Adib', 'Smriti Biswas', 'Cuckoo']",[],46.0,1.0,,23.5,Low-profile,Low-profile,Low-profile,6,3,0
tt0096153,Spellcaster,4.8,1200.0,"['Adam Ant', 'Richard Blade', ""Gail O'Grady"", 'Harold Pruett', 'Bunty Bailey', 'Kim Johnston Ulrich', 'Michael Zorek', 'Martha Demson', 'Traci Lind', 'William Butler']",['Rafal Zielinski'],"['Ed Naha', 'Dennis Paoli', 'Charlie Bogel']",11.0,12.0,10.0,11.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0072735,Breakheart Pass,6.7,9500.0,"['Charles Bronson', 'Ben Johnson', 'Richard Crenna', 'Jill Ireland', 'Charles Durning', 'Ed Lauter', 'Bill McKinney', 'David Huddleston', 'Roy Jenson', 'Rayford Barnes']",['Tom Gries'],['Alistair MacLean'],69.0,11.0,12.0,30.666666666666668,Low-profile,Low-profile,Low-profile,10,1,1
tt0041663,Mr. Soft Touch,6.6,1400.0,"['Glenn Ford', 'Evelyn Keyes', 'John Ireland', 'Beulah Bondi', 'Percy Kilbride', 'Clara Blandick', 'Ted de Corsia', 'Stanley Clements', 'Roman Bohnen', 'Harry Shannon']","['Gordon Douglas', 'Henry Levin']","['Orin Jannings', 'Milton Holmes']",83.0,69.0,7.0,53.0,High-profile,High-profile,Low-profile,10,2,2
tt0044549,The Thief of Bagdad,6.9,39.0,"['Sonja Ziemann', 'Rudolf Prack', 'Paul Kemp', 'Theo Lingen', 'Fita Benkhoff', 'Hubert von Meyerinck', 'Fritz Odemar', 'Carl Voscherau', 'Lentini Brothers', 'Walter Giller']",['Karel Lamac'],['Gustav Kampendonk'],35.0,32.0,16.0,27.666666666666668,Low-profile,High-profile,Low-profile,10,1,1
tt0228429,El infierno de los pobres,5.5,12.0,"['Jorge Atristáin', 'Lauro Cabrera', 'Rosa Carmina', 'Lupe del Castillo', 'Enedina Díaz de León', 'José Escanero', 'Conchita Gentil Arcos', 'Abelardo Gloria', 'Pedro Ibarra', 'Guillermo Jiménez Fierro']",['Juan Orol'],"['José G. Cruz', 'Juan Orol']",42.0,7.0,10.0,19.666666666666668,Low-profile,Low-profile,Low-profile,10,1,2
tt0089622,Morons from Outer Space,4.5,2200.0,"['Mel Smith', 'Griff Rhys Jones', 'Joanne Pearce', 'Jimmy Nail', 'Paul Bown', 'James Sikking', 'Dinsdale Landen', 'Tristram Jellinek', 'George Innes', 'John Joyce']",['Mike Hodges'],"['Griff Rhys Jones', 'Mel Smith']",16.0,10.0,1.0,9.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0013427,Nanook of the North,7.6,14000.0,"['Allakariallak', 'Alice Nevalinga', 'Cunayou', 'Allegoo', 'Camock', 'Berry Kroeger']",['Robert J. Flaherty'],"['Frances H. Flaherty', 'Robert J. Flaherty']",28.0,7.0,6.0,13.666666666666666,Low-profile,Low-profile,Low-profile,6,1,2
tt15218000,Fire Island,6.7,15000.0,"['Joel Kim Booster', 'Bowen Yang', 'Margaret Cho', 'Conrad Ricamora', 'James Scully', 'Matt Rogers', 'Tomas Matos', 'Torian Miller', 'Nick Adams', 'Zane Phillips']",['Andrew Ahn'],['Joel Kim Booster'],25.0,3.0,1.0,9.666666666666666,Low-profile,Low-profile,Low-profile,10,1,1
tt0015700,The Coming of Amos,6.8,66.0,"['Rod La Rocque', 'Jetta Goudal', 'Noah Beery', 'Richard Carle', 'Arthur Hoyt', 'Trixie Friganza', 'Clarence Burton', 'Ruby Lafayette', 'Louis Natheaux', 'August Tollaire']",['Paul Sloane'],"['James Ashmore Creelman', 'Garrett Fort', 'William J. Locke']",118.0,22.0,50.0,63.333333333333336,High-profile,Low-profile,High-profile,10,1,3
tt0076023,Fight for Your Life,6.3,1800.0,"['Robert Judd', 'Catherine Peppers', 'Lela Small', 'Yvonne Ross', 'Reggie Rock Bythewood', 'Ramon Saunders', 'Queenie Endelson', 'William Sanderson', 'Daniel Faraldo', 'Peter Yoshida']",['Robert A. Endelson'],['Straw Weisman'],19.0,2.0,3.0,8.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0113321,Home for the Holidays,6.6,15000.0,"['Holly Hunter', 'Anne Bancroft', 'Robert Downey Jr.', 'Charles Durning', 'Dylan McDermott', 'Geraldine Chaplin', 'Steve Guttenberg', 'Cynthia Stevenson', 'Claire Danes', 'Emily Ann Lloyd']",['Jodie Foster'],"['Chris Radant', 'W.D. Richter']",60.0,4.0,12.0,25.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt7752454,Detective Chinatown 2,6.1,3400.0,"['Haoran Liu', 'Baoqiang Wang', 'Yang Xiao', 'Natasha Liu Bordizzo', 'Yuxian Shang', 'Bai Ling', 'Xun Wang', 'Satoshi Tsumabuki', 'Michael Pitt', 'Wah Yuen']",['Sicheng Chen'],"['Sicheng Chen', 'Yining Yan', 'Lian Zhou']",20.0,4.0,5.0,9.666666666666666,Low-profile,Low-profile,Low-profile,10,1,3
