id,title,rating_num,votes_num,stars_list,directors_list,writers_list,star_fame,director_fame,writer_fame,combined_fame,star_profile_tier,director_profile_tier,writer_profile_tier,n_stars,n_directors,n_writers
tt0080125,West Indies,7.1,301.0,"['Cyril Aventurin', 'Fernand Berset', 'Roland Bertin', 'Gérald Bloncourt', 'Toto Bissainthe', 'Philippe Clévenot', 'Monique Couturier', 'Jean-Paul Denizon', 'Gabriel Glissant', 'Elsie Haas']",['Med Hondo'],"['Daniel Boukman', 'Med Hondo']",18.0,2.0,2.0,7.333333333333333,Low-profile,Low-profile,Low-profile,10,1,2
tt0249500,Estafa de amor,6.7,14.0,"['Elsa Aguirre', 'Ramón Gay', 'Carmen Montejo', 'Eduardo Noriega', 'José Baviera', 'Miguel Ángel Ferriz', 'Beatriz Saavedra', 'Elsa Cárdenas', 'Víctor Alcocer', 'Enedina Díaz de León']",['Miguel M. Delgado'],"['Caridad Bravo Adams', 'Miguel M. Delgado', 'Ramón Pérez Peláez']",47.0,55.0,26.0,42.666666666666664,Low-profile,High-profile,High-profile,10,1,3
tt0054151,Brother,6.9,498.0,"['Keiko Kishi', 'Hiroshi Kawaguchi', 'Kinuyo Tanaka', 'Masayuki Mori', 'Takaya Hijikata', 'Hikaru Tomoda', 'Kyôko Kishida', 'Noboru Nakaya', 'Kyôko Enami', 'Noriko Hodaka']",['Kon Ichikawa'],"['Aya Kôda', 'Yôko Mizuki']",49.0,22.0,13.0,28.0,Low-profile,Low-profile,Low-profile,10,1,2
tt6136430,Ferrante Fever,6.3,196.0,"['Roberto Faenza', 'Jonathan Franzen', 'Ann Goldstein', 'Nicola Lagioia', 'Lisa Lucas', 'Francesca Marciano', 'Mario Martone', 'Sarah McNally', 'Michael Reynolds', 'Roberto Saviano']",['Giacomo Durzi'],"['Laura Buffoni', 'Giacomo Durzi']",3.0,1.0,1.0,1.6666666666666667,Low-profile,Low-profile,Low-profile,10,1,2
tt30395619,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,"['Natsuki Hanae', 'Kengo Kawanishi', 'Akari Kitô', 'Yoshitsugu Matsuoka', 'Hiro Shimono']",['Haruo Sotozaki'],['Koyoharu Gotouge'],12.0,5.0,5.0,7.333333333333333,Low-profile,Low-profile,Low-profile,5,1,1
tt1633359,The Toxic Avenger,6.0,554.0,"['Julian Kostov', 'Kevin Bacon', 'Peter Dinklage', 'Elijah Wood', 'Jacob Tremblay', 'Jane Levy', 'Taylour Paige', 'Macon Blair', 'Luisa Guerreiro', 'Sarah Niles']",['Macon Blair'],"['Macon Blair', 'Lloyd Kaufman', 'Joe Ritter']",55.0,1.0,14.0,23.333333333333332,Low-profile,Low-profile,Low-profile,10,1,3
tt4207112,Score,7.5,5000.0,"['Marco Beltrami', 'Jon Burlingame', 'Leonard Maltin', 'Bill Field', 'Christopher Young', 'David Newman', 'Amos Newman', 'John Debney', 'Garry Marshall', 'James Cameron']",['Matt Schrader'],['Matt Schrader'],7.0,1.0,1.0,3.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0027255,Aces and Eights,5.4,230.0,"['Tim McCoy', 'Luana Walters', 'Rex Lease', 'Wheeler Oakman', 'J. Frank Glendon', 'Charles Stevens', 'Earle Hodgins', 'Jimmy Aubrey', 'Joseph W. Girard', 'Barney Beasley']",['Sam Newfield'],"['George Arthur Durlam', ""Joseph O'Donnell""]",73.0,127.0,38.0,79.33333333333333,High-profile,High-profile,High-profile,10,1,2
tt0038870,Rakkauden risti,7.0,241.0,"['Regina Linnanheimo', 'Oscar Tengström', 'Ville Salminen', 'Rauli Tuomi', 'Sirkka-Liisa Angerkoski', 'Tuli Arjo', 'Ingmar Englund', 'Lauri Korpela', 'Hilly Lindqvist', 'Senja Soitso']",['Teuvo Tulio'],"['Alexander Pushkin', 'Nisse Hirn']",7.0,5.0,24.0,12.0,Low-profile,Low-profile,High-profile,10,1,2
tt0094663,Another Woman,7.2,16000.0,"['Gena Rowlands', 'Mia Farrow', 'Ian Holm', 'Blythe Danner', 'Gene Hackman', 'Betty Buckley', 'Martha Plimpton', 'John Houseman', 'Sandy Dennis', 'David Ogden Stiers']",['Woody Allen'],['Woody Allen'],75.0,51.0,56.0,60.666666666666664,High-profile,High-profile,High-profile,10,1,1
tt0290943,I zoi mou arhizei me sena,3.5,22.0,"['Pari Leventi', 'Nikos Xanthopoulos', 'Dionysis Papagiannopoulos', 'Giorgos Moutsios', 'Malaina Anousaki', 'Giannis Vogiatzis', 'Aspa Nakapoulou', 'Louiza Xintaraki', 'Lavrentis Dianellos', 'Rallis Angelidis']",['Filippos Fylaktos'],"['Th. Anthimos', 'Filippos Fylaktos']",31.0,2.0,2.0,11.666666666666666,Low-profile,Low-profile,Low-profile,10,1,2
tt0110148,Interview with the Vampire,7.5,361000.0,"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst', 'Christian Slater', 'Virginia McCollam', 'John McConnell', 'Mike Seelig', 'Bellina Logan', 'Thandiwe Newton']",['Neil Jordan'],['Anne Rice'],60.0,19.0,4.0,27.666666666666668,Low-profile,Low-profile,Low-profile,10,1,1
tt0814656,Poison Friends,6.5,543.0,"['Malik Zidi', 'Thibault Vinçon', 'Alexandre Steiger', 'Thomas Blanchard', 'Dominique Blanc', 'Natacha Régnier', 'Jacques Bonnaffé', 'Yves Arnaud', 'Cécile Bouillot', 'Botum Dupuis']",['Emmanuel Bourdieu'],"['Emmanuel Bourdieu', 'Marcia Romano']",16.0,1.0,9.0,8.666666666666666,Low-profile,Low-profile,Low-profile,10,1,2
tt0054605,The Nina B. Affair,6.1,138.0,"['Nadja Tiller', 'Pierre Brasseur', 'Walter Giller', 'Charles Regnier', 'Hubert Deschamps', 'Jacques Dacqmine', 'Maria Meriko', 'André Certes', 'Nicolas Vogel', 'Ellen Bernsen']",['Robert Siodmak'],"['Roger Nimier', 'Jacques Robert', 'Johannes Mario Simmel']",50.0,46.0,17.0,37.666666666666664,Low-profile,High-profile,Low-profile,10,1,3
tt0063159,Vengeance,6.1,618.0,"['Richard Harrison', 'Claudio Camaso', 'Spela Rozin', 'Werner Pochath', 'Paolo Gozlino', 'Lucio De Santis', 'Mariangela Giordano', 'Goffredo Unger', 'Luciano Pigozzi', 'Aldo De Carellis']",['Antonio Margheriti'],"['Antonio Margheriti', 'Renato Savino']",45.0,39.0,9.0,31.0,Low-profile,High-profile,Low-profile,10,1,2
tt0068207,Anna and the Wolves,7.3,2100.0,"['Geraldine Chaplin', 'Fernando Fernán Gómez', 'José María Prada', 'José Vivó', 'Rafaela Aparicio', 'Charo Soriano', 'Marisa Porcel', 'Anny Quinas', 'Nuria Lage', 'María José Puerta']",['Carlos Saura'],"['Rafael Azcona', 'Carlos Saura']",42.0,25.0,36.0,34.333333333333336,Low-profile,High-profile,High-profile,10,1,2
tt0385267,In Good Company,6.5,57000.0,"['Dennis Quaid', 'Topher Grace', 'Scarlett Johansson', 'Marg Helgenberger', 'David Paymer', 'Clark Gregg', 'Philip Baker Hall', 'Selma Blair', 'Frankie Faison', 'Ty Burrell']",['Paul Weitz'],['Paul Weitz'],72.0,13.0,10.0,31.666666666666668,High-profile,Low-profile,Low-profile,10,1,1
tt1003059,Sleepwalker,5.7,444.0,"['Joanna David', 'Nickolas Grace', 'Heather Page', 'Bill Douglas', 'Fulton Mackay', 'Michael Medwin', 'Raymond Huntley']",['Saxon Logan'],"['Saxon Logan', 'John Varnom', 'Michael Keenan']",48.0,1.0,1.0,16.666666666666668,Low-profile,Low-profile,Low-profile,7,1,3
tt0059184,Love Hunger,5.7,18.0,"['Libertad Leblanc', 'Héctor Pellegrini', 'Mario Amaya', 'Mario Casado', 'Luis Alarcón', 'Héctor Carrión', 'Jorge L. Fossati', 'Amelia Folsini', 'Carlos García', 'Alberto Barcel']",['Alberto Dubois'],"['Alberto Diego', 'Alberto Dubois']",7.0,2.0,2.0,3.6666666666666665,Low-profile,Low-profile,Low-profile,10,1,2
tt0182277,Lesbo,5.7,34.0,"['Gisela Dali', 'Giuseppe Cardillo', 'Peter Howells', 'Carla Romanelli', 'Käthe Haack']",['Edoardo Mulargia'],['Edoardo Mulargia'],29.0,9.0,7.0,15.0,Low-profile,Low-profile,Low-profile,5,1,1
tt0050195,The Birthday Present,6.7,185.0,"['Tony Britton', 'Sylvia Syms', 'Jack Watling', 'Geoffrey Keen', 'Walter Fitzgerald', 'Howard Marion-Crawford', 'David Hutcheson', 'Richard Leech', 'Lockwood West', 'Cyril Luckham']",['Pat Jackson'],['Jack Whittingham'],62.0,11.0,17.0,30.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0887261,Hellraiser,5.9,52000.0,"[""Odessa A'zion"", 'Jamie Clayton', 'Adam Faison', 'Drew Starkey', 'Brandon Flynn', 'Aoife Hinds', 'Jason Liles', 'Yinka Olorunnife', 'Selina Lo', 'Zachary Hing']",['David Bruckner'],"['Ben Collins', 'Luke Piotrowski', 'David S. Goyer']",5.0,5.0,17.0,9.0,Low-profile,Low-profile,Low-profile,10,1,3
tt26440619,Afire,7.1,9700.0,"['Thomas Schubert', 'Paula Beer', 'Langston Uibel', 'Enno Trebs', 'Matthias Brandt', 'Jennipher Antoni', 'Esther Esche', 'Assunta Hamm', 'Markus Schweiger', 'Ralph Barnebeck']",['Christian Petzold'],['Christian Petzold'],5.0,8.0,8.0,7.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0024630,Sunset Pass,6.7,46.0,"['Randolph Scott', 'Tom Keene', 'Kathleen Burke', 'Harry Carey', 'Noah Beery', 'Leila Bennett', 'Fuzzy Knight', 'Kent Taylor', 'George Barbier', 'Vince Barnett']",['Henry Hathaway'],"['Zane Grey', 'Gerald Geraghty', 'Jack Cunningham']",118.0,65.0,91.0,91.33333333333333,High-profile,High-profile,High-profile,10,1,3
tt0101356,Another You,5.3,4500.0,"['Richard Pryor', 'Gene Wilder', 'Mercedes Ruehl', 'Stephen Lang', 'Vanessa Williams', 'Phil Rubenstein', 'Peter Michael Goetz', 'Billy Beck', 'Jerry Houser', 'Kevin Pollak']",['Maurice Phillips'],['Ziggy Steinberg'],41.0,3.0,3.0,15.666666666666666,Low-profile,Low-profile,Low-profile,10,1,1
tt0188273,Virgin Sacrifice,3.4,163.0,"['David DaLie', 'Antonio Gutiérrez', 'Angélica Morales', 'Fernando Wagner', 'Linda Cordova', 'Philip Pearl', 'Hamdy Sayed', 'The Vicuni Indian Tribe', 'Clarence Landry', 'Nina Peron']",['Fernando Wagner'],"['V.J. Rheims', 'David DaLie']",11.0,1.0,2.0,4.666666666666667,Low-profile,Low-profile,Low-profile,10,1,2
tt0102993,Strangers in Good Company,7.6,1400.0,"['Alice Diabo', 'Constance Garneau', 'Beth Webber', 'Catherine Roche', 'Cissy Meddings', 'Mary Meigs', 'Michelle Sweeney', 'Winifred Holden']",['Cynthia Scott'],"['Gloria Demers', 'Cynthia Scott', 'David Wilson']",2.0,1.0,2.0,1.6666666666666667,Low-profile,Low-profile,Low-profile,8,1,3
tt0079613,Natural Enemies,6.9,408.0,"['Hal Holbrook', 'Louise Fletcher', 'Peter Armstrong', 'Elizabeth Berridge', 'Steve Austin', 'Jim Pappas', 'Ellen Barber', 'John Bartholomew', 'Charles Randall', 'José Ferrer']",['Jeff Kanew'],"['Julius Horwitz', 'Jeff Kanew']",39.0,7.0,3.0,16.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt0222299,Princess,5.7,98.0,"['Jan Bauwens', 'Polly Geerts', 'Herman Jacobs', 'Annie Laurie', 'Virginia Mailer', 'Franz Marijnen', 'Alice Toen', 'Mariette Van Arkkels', 'Jan Van Broeckhoven', 'Bob Van der Veken']",['Herman Wuyts'],"['Pitou Destickere', 'Harry Kümel', 'Lieven Paemen']",1.0,1.0,3.0,1.6666666666666667,Low-profile,Low-profile,Low-profile,10,1,3
tt0015965,Justice of the Far North,5.5,16.0,"['Arthur Jasmine', 'Marcia Manon', 'Laska Winter', 'Charles Reisner', 'Max Davidson', 'George Fisher', 'Katherine Dawn', 'Steve Murphy', 'Ilak the Wolf Dog']",['Norman Dawn'],['Norman Dawn'],25.0,12.0,6.0,14.333333333333334,Low-profile,Low-profile,Low-profile,9,1,1
tt0054285,Atom Age Vampire,3.9,1800.0,"['Alberto Lupo', 'Susanne Loret', 'Sergio Fantoni', 'Franca Parisi', 'Andrea Scotti', 'Rina Franchetti', 'Roberto Bertea', 'Ivo Garrani', 'Gianni Loti', 'Tullio Altamura']",['Anton Giulio Majano'],"['Piero Monviso', 'Gino De Santis', 'Alberto Bevilacqua']",28.0,4.0,11.0,14.333333333333334,Low-profile,Low-profile,Low-profile,10,1,3
tt0314498,The Perfect Score,5.7,27000.0,"['Scarlett Johansson', 'Erika Christensen', 'Chris Evans', 'Leonardo Nam', 'Bryan Greenberg', 'Darius Miles', 'Tyra Ferrell', 'Matthew Lillard', 'Vanessa Angel', 'Bill Mackenzie']",['Brian Robbins'],"['Marc Hyman', 'Jon Zack', 'Mark Schwahn']",54.0,10.0,4.0,22.666666666666668,Low-profile,Low-profile,Low-profile,10,1,3
tt0083686,The Party 2,6.2,5400.0,"['Claude Brasseur', 'Brigitte Fossey', 'Sophie Marceau', 'Lambert Wilson', 'Pierre Cosso', 'Alexandre Sterling', ""Sheila O'Connor"", 'Alexandra Gonin', 'Jean-Philippe Léonard', 'Jean Leuvrais']",['Claude Pinoteau'],"['Danièle Thompson', 'Claude Pinoteau']",32.0,7.0,20.0,19.666666666666668,Low-profile,Low-profile,Low-profile,10,1,2
tt0094321,Who's That Girl,4.8,11000.0,"['Madonna', 'Griffin Dunne', 'Haviland Morris', 'John McMartin', 'Bibi Besch', 'John Mills', 'Robert Swan', 'Drew Pillsbury', 'Coati Mundi', 'Dennis Burkley']",['James Foley'],"['Andrew Smith', 'Ken Finkleman']",81.0,13.0,5.0,33.0,High-profile,Low-profile,Low-profile,10,1,2
tt0038166,The Three Caballeros,6.3,16000.0,"['Aurora Miranda', 'Carmen Molina', 'Dora Luz', 'Sterling Holloway', 'Clarence Nash', 'Joaquin Garay', 'José Oliveira', 'Frank Graham', 'Fred Shields', 'Nestor Amaral']","['Norman Ferguson', 'Clyde Geronimi', 'Jack Kinney']","['Homer Brightman', 'Ernest Terrazas', 'Ted Sears']",48.0,14.0,11.0,24.333333333333332,Low-profile,Low-profile,Low-profile,10,3,3
tt0047051,The Green Scarf,7.1,110.0,"['Michael Redgrave', 'Ann Todd', 'Leo Genn', 'Kieron Moore', ""Richard O'Sullivan"", 'Jane Lamb', 'Michael Medwin', 'Jane Griffiths', 'Ella Milne', 'Jane Henderson']","[""George More O'Ferrall""]","['Gordon Wellesley', 'Guy des Cars']",46.0,6.0,16.0,22.666666666666668,Low-profile,Low-profile,Low-profile,10,1,2
tt0036867,Girl in the Case,6.2,66.0,"['Edmund Lowe', 'Janis Carter', 'Robert B. Williams', 'Richard Hale', 'Stanley Clements', 'Ernie Adams', 'Dusty Anderson', 'Kaye Dowd', 'George Eldredge', 'Dick Elliott']",['William Berke'],"['Joseph Hoffman', 'Dorcas Cochran', 'Charles F. Royal']",118.0,60.0,45.0,74.33333333333333,High-profile,High-profile,High-profile,10,1,3
tt2876428,"Good Day, Ramon",7.6,3100.0,"['Kristyan Ferrer', 'Ingeborg Schöner', 'Adriana Barraza', 'Arcelia Ramírez', 'Rüdiger Evers', 'Hector Kotsifakis', 'Marcel Batangtaris', 'Andreas Berg', 'Marius Biegai', 'Jorge de los Reyes']",['Jorge Ramírez Suárez'],['Jorge Ramírez Suárez'],13.0,1.0,1.0,5.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0025921,Twin Husbands,6.4,135.0,"['John Miljan', 'Shirley Grey', 'Monroe Owsley', 'Hale Hamilton', 'Robert Elliott', 'Wilson Benge', 'Maurice Black', 'Al Bridge', 'William Franklin', 'Joseph W. Girard']",['Frank R. Strayer'],"['Robert Ellis', 'Anthony Coldeway']",134.0,54.0,49.0,79.0,High-profile,High-profile,High-profile,10,1,2
tt0085486,Emmanuelle IV,3.4,1900.0,"['Sylvia Kristel', 'Mia Nygren', 'Patrick Bauchau', 'Deborah Power', 'Sophie Berger', 'Gérard Dimiglio', 'Sonja Martin', 'Christian Marquand', 'Marilyn Jess', 'Isabelle Estelle']","['Francis Leroi', 'Iris Letans']","['Emmanuelle Arsan', 'Francis Leroi', 'Iris Letans']",28.0,4.0,10.0,14.0,Low-profile,Low-profile,Low-profile,10,2,3
tt0365935,Windows of Heaven,7.2,53.0,"['Francis L. Urry', 'John B. Fetzer', 'Rowena Miller', 'Lethe Tatge', 'Alonzo J. Morley', 'Grant Graff', 'Charles C. Wood', 'Richard Keddington', 'Jay G. Baumgardner', 'Floyd Hunt']",['Judge Whitaker'],"['Richard Neil Evans', 'Scott Whitaker']",1.0,2.0,1.0,1.3333333333333333,Low-profile,Low-profile,Low-profile,10,1,2
tt0052840,The Gene Krupa Story,6.7,805.0,"['Sal Mineo', 'Susan Kohner', 'James Darren', 'Susan Oliver', 'Yvonne Craig', 'Lawrence Dobkin', 'Celia Lovsky', 'Red Nichols', 'Bobby Troup', ""Anita O'Day""]",['Don Weis'],['Orin Jannings'],20.0,18.0,5.0,14.333333333333334,Low-profile,Low-profile,Low-profile,10,1,1
tt0053275,Magic Boy,6.7,525.0,"['Katsuo Nakamura', 'Hiroko Sakuramachi', 'Teruo Miyazaki', 'Tomoko Matsushima', 'Tokuko Sugiyama', 'Shunji Sakai', 'Kenji Susukida', 'Akira Kishii', 'Ryôei Itô', 'Kazuo Kishida']","['Akira Daikubara', 'Taiji Yabushita']","['Kazuo Dan', 'Dohei Muramatsu']",9.0,4.0,1.0,4.666666666666667,Low-profile,Low-profile,Low-profile,10,2,2
tt0016575,Across the Pacific,6.3,41.0,"['Monte Blue', 'Jane Winton', 'Myrna Loy', 'Charles Stevens', 'Tom Wilson', 'Walter McGrail', 'Herbert Prior', 'Edgar Kennedy', 'Theodore Lorch', 'Sôjin Kamiyama']",['Roy Del Ruth'],"['Charles E. Blaney', 'Darryl F. Zanuck']",101.0,77.0,42.0,73.33333333333333,High-profile,High-profile,High-profile,10,1,2
tt0035983,Henry Aldrich Gets Glamour,6.5,137.0,"['Jimmy Lydon', 'Charles Smith', 'John Litel', 'Olive Blakeney', 'Diana Lynn', 'Frances Gifford', 'Gail Russell', 'Vaughan Glaser', 'Anne Rooney', 'Johnny Arthur']",['Hugh Bennett'],"['Aleen Leslie', 'Edwin Blum']",119.0,8.0,16.0,47.666666666666664,High-profile,Low-profile,Low-profile,10,1,2
tt0046746,The Bamboo Prison,6.0,284.0,"['Robert Francis', 'Dianne Foster', 'Brian Keith', 'Jerome Courtland', 'E.G. Marshall', 'Earle Hyman', 'Jack Kelly', 'Richard Loo', 'Keye Luke', 'Murray Matheson']",['Lewis Seiler'],"['Edwin Blum', 'Jack DeWitt']",52.0,54.0,35.0,47.0,Low-profile,High-profile,High-profile,10,1,2
tt0038168,Three in the Saddle,6.1,35.0,"['Tex Ritter', ""Dave O'Brien"", 'Guy Wilkerson', 'Lorraine Miller', 'Charles King', 'Edward Howard', 'Ed Cassidy', 'Bud Osborne', 'Jimmy Aubrey', 'Rudy Bowman']",['Harry L. Fraser'],['Elmer Clifton'],117.0,44.0,24.0,61.666666666666664,High-profile,High-profile,High-profile,10,1,1
tt0047820,The Americano,5.6,653.0,"['Glenn Ford', 'Frank Lovejoy', 'Cesar Romero', 'Ursula Thiess', 'Abbe Lane', 'Rodolfo Hoyos Jr.', 'Salvador Baguez', 'Tom Powers', 'Dan White', 'Frank Marlowe']",['William Castle'],"['Leslie T. White', 'Guy Trosper']",89.0,55.0,15.0,53.0,High-profile,High-profile,Low-profile,10,1,2
tt13223398,Beast,5.6,46000.0,"['Liyabuya Gongo', 'Martin Munro', 'Daniel Hadebe', 'Thapelo Sebogodi', 'Chris Langa', 'Mduduzi Mavimbela', 'Chris Gxalaba', 'Idris Elba', 'Kazi Khuboni', ""Leah Sava' Jeffries""]",['Baltasar Kormákur'],"['Jaime Primak Sullivan', 'Ryan Engle']",37.0,10.0,5.0,17.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt0116442,Grace of My Heart,6.7,4200.0,"['Illeana Douglas', 'John Turturro', 'Sissy Boyd', 'Christina Pickles', 'Jill Sobule', 'Jennifer Leigh Warren', 'Tegan West', 'Richard Schiff', 'Natalie Venetia Belcon', 'Kathy Barbour']",['Allison Anders'],['Allison Anders'],57.0,6.0,7.0,23.333333333333332,Low-profile,Low-profile,Low-profile,10,1,1
tt0096806,American Rickshaw,5.1,716.0,"['Mitchell Gaylord', 'Daniel Greene', 'Victoria Prouty', 'Donald Pleasence', 'Michi Kobi', 'Roger Pretto', 'Regina Rodriguez', 'Darin De Paul', 'Judy Clayton', 'Glenn Maska']",['Sergio Martino'],"['Sergio Martino', 'Roberto Leoni', 'Sauro Scavolini']",103.0,31.0,19.0,51.0,High-profile,High-profile,Low-profile,10,1,3
tt0081055,Lightning Over Water,6.7,1600.0,"['Gerry Bamman', 'Ronee Blakley', 'Pierre Cottrell', 'Stefan Czapsky', 'Mitch Dubin', 'Tom Farrell', 'Becky Johnston', 'Tom Kaufman', 'Pat Kirck', 'Edward Lachman']","['Nicholas Ray', 'Wim Wenders']","['Nicholas Ray', 'Wim Wenders']",11.0,26.0,23.0,20.0,Low-profile,High-profile,High-profile,10,2,2
tt0031557,Law of the Pampas,6.8,203.0,"['William Boyd', 'Russell Hayden', 'Sidney Toler', 'Steffi Duna', 'Sidney Blackmer', 'Pedro de Cordoba', 'William Duncan', 'Anna Demetrio', 'Eddie Dean', 'Glenn Strange']",['Nate Watt'],"['Harrison Jacobs', 'Clarence E. Mulford']",110.0,10.0,58.0,59.333333333333336,High-profile,Low-profile,High-profile,10,1,2
tt1138002,Chris & Don: A Love Story,7.8,1000.0,"['W.H. Auden', 'Don Bachardy', 'Ted Bachardy', 'James Berg', 'John Boorman', 'Paul Bowles', 'Katherine Bucknell', 'Leslie Caron', 'Eduardo Correia', 'E.M. Forster']","['Tina Mascara', 'Guido Santi']","['W.H. Auden', 'Don Bachardy', 'Ted Bachardy']",33.0,2.0,1.0,12.0,Low-profile,Low-profile,Low-profile,10,2,3
tt0055993,The Nudist Story,5.3,239.0,"['Shelly Martin', 'Brian Cobby', 'Natalie Lynn', 'Anthony Oliver', 'Joy Hinton', ""Jacqueline D'Orsay"", 'Paul Kendrick', 'Robert Raglan']",['Ramsey Herrington'],['Mark Grantham'],10.0,1.0,2.0,4.333333333333333,Low-profile,Low-profile,Low-profile,8,1,1
tt0058752,The Inn on Dartmoor,5.8,221.0,"['Heinz Drache', 'Ingmar Zeisberg', 'Paul Klinger', 'Judith Dornys', 'Friedrich Joloff', 'Mady Rahl', 'Dieter Eppler', 'Stanislav Ledinek', 'Friedrich Schoenfelder', 'Gerd Frickhöffer']",['Rudolf Zehetgruber'],"['Victor Gunn', 'Egon Eis']",18.0,7.0,17.0,14.0,Low-profile,Low-profile,Low-profile,10,1,2
tt7775622,Free Solo,8.1,81000.0,"['Alex Honnold', 'Tommy Caldwell', 'Jimmy Chin', 'Cheyne Lempe', 'Mikey Schaefer', 'Sanni McCandless', 'Dierdre Wolownick', 'Peter Croft', 'John Bachar', 'Derek Hersey']","['Jimmy Chin', 'Elizabeth Chai Vasarhelyi']","['Alex Honnold', 'Tommy Caldwell', 'Jimmy Chin']",7.0,6.0,2.0,5.0,Low-profile,Low-profile,Low-profile,10,2,3
tt0064498,Isten hozta örnagy úr,8.0,2500.0,"['Zoltán Latinovits', 'Imre Sinkovits', 'Márta Fónay', 'Vera Venczel', 'Antal Páger', 'István Dégi', 'János Rajz', 'Teréz Bod', 'Árpád Gyenge', 'Sándor Szemere']",['Zoltán Fábri'],"['Zoltán Fábri', 'István Örkény']",14.0,13.0,9.0,12.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0120647,Deep Impact,6.3,196000.0,"['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman', 'Vanessa Redgrave', 'Maximilian Schell', 'James Cromwell', 'Ron Eldard', 'Jon Favreau', 'Laura Innes']",['Mimi Leder'],"['Bruce Joel Rubin', 'Michael Tolkin']",79.0,5.0,10.0,31.333333333333332,High-profile,Low-profile,Low-profile,10,1,2
tt0030760,Sky Giant,5.9,201.0,"['Richard Dix', 'Chester Morris', 'Joan Fontaine', 'Harry Carey', 'Paul Guilfoyle', 'Robert Strange', 'Max Hoffman Jr.', 'Vickie Lester', 'James Bush', 'Eddie Marr']",['Lew Landers'],['Lionel Houser'],87.0,104.0,30.0,73.66666666666667,High-profile,High-profile,High-profile,10,1,1
tt0069949,One Russian Summer,5.4,410.0,"['Oliver Reed', 'John McEnery', 'Carole André', 'Ray Lovelock', 'Zora Velcova', 'Claudia Cardinale', 'Giuseppe Pisegna', 'Paola Tedesco', 'Adalberto Rossetti', 'Raffaele Uzzi']",['Antonio Calenda'],"['Edward Bond', 'Ugo Pirro', 'Antonio Calenda']",69.0,1.0,22.0,30.666666666666668,Low-profile,Low-profile,Low-profile,10,1,3
tt0160245,Emmanuelle 7,3.6,585.0,"['Sylvia Kristel', 'Caroline Laurence', 'Carolyn Monroe', 'Annie Bellac', 'Cynthia Van Damme', 'Julie Jalabert', 'Roland Waden', 'Joel Bui', 'Roberto Malone', 'Jérôme Estienne']",['Francis Leroi'],"['Emmanuelle Arsan', 'Francis Leroi', 'Alain Siritzky']",26.0,4.0,10.0,13.333333333333334,Low-profile,Low-profile,Low-profile,10,1,3
tt7659110,The Opera House,7.9,97.0,"['Humphrey Burton', 'Leontyne Price']",['Susan Froemke'],"['Humphrey Burton', 'Leontyne Price']",2.0,2.0,1.0,1.6666666666666667,Low-profile,Low-profile,Low-profile,2,1,2
tt0050723,Monster from Green Hell,3.7,1500.0,"['Jim Davis', 'Robert Griffin', 'Joel Fluellen', 'Barbara Turner', 'Eduardo Ciannelli', 'Vladimir Sokoloff', 'Tim Huntley', 'LaVerne Jones', 'Frederic Potler']",['Kenneth G. Crane'],"['Louis Vittes', 'Endre Bohem']",65.0,4.0,13.0,27.333333333333332,Low-profile,Low-profile,Low-profile,9,1,2
tt0170210,La Malibran,6.4,72.0,"['Geori-Boué', 'Suzy Prim', 'Mona Goya', 'Jacques Jansen', 'Jean Weber', 'Jean Debucourt', 'Mario Podesta', 'Louis Arnoult', 'Madeleine Sibille', 'Jeanne Fusier-Gir']",['Sacha Guitry'],['Sacha Guitry'],46.0,21.0,28.0,31.666666666666668,Low-profile,Low-profile,High-profile,10,1,1
tt0055031,Judgment at Nuremberg,8.3,91000.0,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell', 'Judy Garland', 'Montgomery Clift', 'William Shatner', 'Werner Klemperer', 'Kenneth MacKenna']",['Stanley Kramer'],"['Abby Mann', 'Montgomery Clift', 'Charles Dorat']",72.0,15.0,6.0,31.0,High-profile,Low-profile,Low-profile,10,1,3
tt0049437,"Liane, Jungle Goddess",5.1,479.0,"['Marion Michael', 'Hardy Krüger', 'Irene Galter', 'Peter Mosbacher', 'Rudolf Forster', 'Reggie Nalder', 'Rolf von Nauckhoff', 'Edward Tierney', 'Reinhard Kolldehoff', 'Herbert Hübner']",['Eduard von Borsody'],"['Anne Day-Helveg', 'Thomas Fough', 'Ernst von Salomon']",33.0,4.0,4.0,13.666666666666666,Low-profile,Low-profile,Low-profile,10,1,3
