year,month,star_count,runtime,averageRating
2019,11,10,3.0,7.8
2013,7,10,1.0,5.5
1959,7,10,1.0,8.0
1938,12,10,1.0,5.4
1932,5,10,1.0,6.9
1996,11,10,2.0,7.9
1955,6,8,1.0,3.7
1985,1,6,1.0,6.4
1938,8,10,1.0,5.1
1961,9,10,1.0,5.8
1984,4,10,1.0,6.0
1937,7,10,1.0,8.2
1925,11,7,1.0,6.1
2025,4,10,1.0,6.6
2006,5,10,2.0,5.6
2016,3,10,1.0,6.5
1990,11,10,1.0,4.1
1981,2,10,3.0,7.3
2009,6,10,1.0,6.8
1932,12,10,1.0,5.6
1994,11,10,1.0,6.6
1982,8,10,1.0,6.8
1987,5,10,2.0,7.7
1936,12,10,1.0,6.8
1938,4,10,1.0,6.0
2024,9,10,2.0,7.5
2019,9,10,2.0,8.3
1984,4,10,1.0,4.2
1955,1,10,1.0,4.1
1949,4,10,1.0,6.4
2000,10,10,1.0,5.2
1995,1,10,1.0,6.2
1995,2,10,1.0,7.1
2004,11,10,1.0,6.4
2022,10,10,1.0,7.0
2003,8,10,1.0,6.1
2000,5,10,2.0,4.7
1978,11,10,1.0,6.7
1963,8,10,1.0,3.5
1954,10,10,1.0,5.5
2017,7,10,2.0,3.4
1931,10,10,1.0,6.8
1932,6,10,1.0,5.8
1952,1,10,1.0,6.9
1932,3,10,1.0,7.7
1935,11,10,1.0,6.4
2020,7,10,2.0,8.3
1957,2,10,1.0,6.2
1945,5,10,1.0,6.6
1972,10,10,1.0,4.6
1962,9,10,1.0,6.2
1968,5,10,1.0,6.3
1983,3,10,1.0,6.3
1983,10,10,1.0,7.2
1978,6,10,1.0,6.4
2018,11,10,2.0,7.1
1933,7,10,1.0,6.5
1989,5,10,1.0,8.0
2021,7,10,1.0,7.2
1971,12,9,1.0,5.6
1980,8,10,1.0,5.5
1955,8,10,1.0,7.3
1973,3,10,1.0,5.3
1984,3,10,49.0,8.3
2016,11,10,1.0,6.2
1958,2,10,1.0,5.3
1981,9,10,3.0,6.1
2002,5,10,1.0,2.7
1946,1,10,1.0,5.5
1959,10,10,1.0,5.3
2007,1,10,1.0,7.2
1976,4,10,1.0,6.5
1980,4,10,1.0,6.3
1996,8,10,2.0,5.3
1939,12,10,1.0,6.5
2024,5,10,1.0,4.0
1997,3,10,1.0,7.1
2018,3,10,1.0,6.6
1924,9,10,1.0,7.2
1983,9,10,1.0,4.1
1963,10,10,1.0,6.7
1974,6,10,1.0,6.7
1952,9,10,1.0,6.3
1964,12,10,1.0,6.5
2023,5,10,1.0,6.9
2024,5,10,1.0,4.7
1970,5,10,1.0,7.0
2011,9,10,1.0,5.8
1982,7,10,1.0,8.1
1950,11,10,1.0,6.4
1970,1,10,1.0,6.0
1985,8,10,1.0,6.1
1926,2,10,1.0,6.8
2015,2,10,1.0,5.0
2025,3,10,2.0,7.2
1957,11,10,1.0,6.8
1986,10,10,1.0,5.6
1939,8,7,1.0,6.9
2015,4,10,1.0,5.6
1985,11,10,1.0,5.6
1948,4,10,1.0,6.6
2025,4,10,1.0,6.9
1977,2,10,1.0,4.5
1958,12,10,1.0,6.7
1959,11,10,1.0,7.5
1958,3,10,1.0,6.5
1949,5,10,1.0,6.5
1985,12,10,1.0,2.5
1961,8,10,1.0,6.3
2003,2,10,1.0,7.9
1964,6,10,1.0,5.3
1962,12,10,1.0,4.5
1970,8,10,1.0,4.1
1986,4,10,1.0,7.9
1968,12,10,1.0,6.6
1988,3,10,1.0,5.9
1966,9,10,1.0,5.4
1933,10,5,46.0,5.5
1955,9,10,1.0,7.1
1982,3,10,1.0,4.9
1975,4,9,1.0,6.3
1951,8,10,2.0,6.5
1965,1,10,1.0,7.1
1929,1,10,1.0,7.0
1924,11,10,1.0,6.7
2021,6,10,1.0,6.7
2002,7,10,1.0,6.2
1968,2,10,1.0,7.3
1983,9,10,1.0,7.5
1966,9,10,1.0,4.3
2024,4,10,1.0,7.0
1944,11,10,1.0,5.8
1959,11,10,1.0,7.1
1934,11,10,59.0,5.1
1920,5,8,50.0,5.7
1968,5,10,1.0,7.2
2002,4,10,2.0,7.1
2008,3,10,1.0,6.3
1966,3,10,1.0,6.0
1987,11,10,1.0,6.4
1938,10,10,1.0,6.7
2015,12,10,2.0,6.6
2004,6,10,1.0,5.1
1971,2,10,1.0,5.0
1926,9,10,50.0,5.4
1972,12,7,1.0,7.0
1925,11,7,57.0,4.6
1973,3,10,1.0,5.5
1957,10,10,1.0,7.5
1930,5,10,1.0,6.0
1997,6,10,1.0,5.6
1935,4,10,58.0,6.1
1992,1,10,1.0,5.8
2017,8,10,1.0,5.5
1936,8,9,2.0,6.6
1959,4,10,1.0,6.0
1960,11,10,1.0,7.2
1975,2,10,1.0,4.1
1972,5,10,1.0,4.8
1984,10,10,2.0,6.8
1953,9,10,1.0,6.0
1923,10,10,1.0,7.0
1942,4,10,1.0,6.4
1952,10,10,1.0,5.9
1963,6,10,1.0,5.7
1964,11,10,1.0,5.8
1949,11,10,1.0,7.7
1964,10,10,1.0,6.5
1923,8,10,1.0,5.6
1924,12,10,55.0,5.5
1991,9,10,2.0,8.5
1925,12,10,2.0,6.3
2005,4,10,1.0,6.8
1978,4,10,1.0,5.2
1956,12,10,2.0,6.9
1923,4,10,1.0,7.9
1947,11,10,1.0,7.0
1980,3,10,1.0,4.7
1976,10,10,1.0,3.8
1974,10,9,1.0,4.7
1940,9,10,1.0,6.6
2023,1,10,1.0,5.8
1931,10,10,1.0,5.9
1995,4,10,1.0,6.2
2009,1,10,1.0,4.7
2010,7,10,2.0,7.2
2006,1,10,1.0,6.9
1962,2,10,2.0,6.0
1923,9,10,1.0,5.6
2012,8,10,1.0,5.1
2002,9,10,1.0,6.1
1939,3,10,58.0,6.2
1976,12,10,2.0,6.9
1999,10,10,1.0,5.1
1950,9,10,1.0,6.5
1951,5,10,1.0,5.8
1958,6,9,2.0,6.7
1958,1,10,1.0,4.7
1928,3,8,1.0,6.8
2021,12,10,1.0,5.2
2000,8,10,1.0,5.8
1995,8,10,1.0,8.0
2008,9,10,2.0,6.1
2009,4,10,2.0,7.1
1951,11,10,1.0,6.1
1925,5,10,1.0,7.4
2011,3,10,2.0,7.2
2005,3,10,2.0,6.2
1995,5,10,1.0,6.4
1966,7,10,2.0,6.6
2000,3,10,1.0,7.6
1943,7,10,4.0,6.0
1972,7,10,1.0,6.2
1976,1,10,1.0,5.7
1942,11,10,1.0,6.2
1970,10,10,1.0,3.8
1943,10,10,1.0,5.3
2013,9,10,1.0,6.1
2011,6,10,1.0,7.6
1986,11,10,1.0,6.9
1988,8,10,1.0,6.3
2004,11,10,1.0,6.6
1967,10,10,1.0,5.2
1988,10,10,1.0,5.8
2019,5,10,1.0,5.1
2024,10,10,1.0,6.0
2014,9,10,1.0,7.0
1980,2,10,2.0,6.6
1975,5,10,1.0,2.8
1966,11,10,1.0,7.1
1927,10,10,1.0,6.2
2025,1,10,2.0,7.6
1965,11,10,1.0,5.4
1998,1,10,1.0,5.1
1989,8,10,1.0,3.9
2011,7,8,1.0,7.2
1960,12,10,1.0,7.1
2017,9,10,1.0,4.4
1924,7,9,1.0,5.8
1939,8,10,58.0,6.2
2021,3,10,1.0,6.5
1954,3,10,1.0,6.3
2025,3,10,1.0,6.6
1946,6,10,1.0,6.1
2022,9,10,1.0,5.2
1977,4,10,1.0,4.6
1949,11,10,1.0,6.4
2009,2,10,2.0,7.5
1941,2,10,1.0,6.8
1925,10,9,1.0,7.7
1965,3,10,1.0,6.2
2020,5,10,1.0,6.5
2013,6,10,2.0,7.6
1987,12,10,1.0,4.1
1946,10,10,1.0,5.8
2014,7,10,1.0,6.7
1923,5,10,1.0,6.4
1979,9,8,1.0,5.7
1950,12,10,1.0,6.5
1999,6,10,1.0,6.9
2013,5,10,1.0,6.3
2007,10,10,1.0,3.0
2004,7,10,1.0,6.8
1982,12,10,1.0,7.4
2016,11,10,1.0,7.2
2001,8,10,2.0,7.8
1997,4,10,1.0,5.2
2015,4,10,1.0,6.9
2023,7,10,2.0,6.7
1966,6,10,1.0,7.3
1979,4,10,1.0,4.1
1967,10,10,1.0,7.6
1989,7,10,1.0,4.7
1953,5,10,1.0,6.3
1936,2,10,2.0,5.7
1944,12,10,1.0,6.5
2004,12,10,1.0,7.6
1968,2,10,1.0,5.6
2000,4,3,1.0,6.8
1975,11,10,1.0,4.6
1986,8,10,1.0,5.9
1958,2,10,1.0,5.5
1958,9,10,1.0,6.0
2004,10,10,1.0,6.5
1970,9,10,1.0,7.3
1963,2,10,1.0,6.5
2012,1,10,1.0,6.8
1969,4,10,1.0,3.8
1982,2,6,2.0,8.6
1952,12,10,1.0,6.7
2007,1,10,1.0,6.6
2019,8,10,1.0,7.5
2002,7,10,1.0,6.4
1974,5,10,1.0,5.7
1947,12,10,1.0,5.5
1968,6,10,1.0,5.8
1962,1,10,1.0,7.4
2014,11,10,1.0,7.9
2020,10,10,1.0,4.9
1926,3,9,1.0,5.6
1989,1,10,1.0,5.2
1979,8,10,1.0,4.9
1922,5,10,1.0,8.2
2020,4,10,1.0,4.8
1980,4,10,1.0,4.6
1982,10,10,1.0,6.6
1967,9,10,2.0,6.4
1975,7,10,1.0,4.8
1965,1,10,1.0,5.3
1969,1,10,1.0,4.5
1971,9,8,2.0,6.5
2003,12,10,1.0,6.4
2017,2,4,1.0,7.0
1935,11,10,1.0,5.7
1943,4,10,1.0,5.5
1996,11,10,1.0,7.1
1990,7,10,1.0,5.5
1940,9,10,1.0,6.2
2020,2,10,1.0,4.4
1941,3,10,58.0,6.1
1957,11,10,1.0,6.2
2014,11,10,1.0,7.7
1989,3,4,1.0,5.2
1965,12,10,1.0,5.5
1960,9,10,1.0,6.5
1996,6,10,1.0,6.1
1986,8,9,1.0,5.4
1960,9,10,1.0,5.7
2012,4,10,1.0,6.0
1999,1,10,1.0,5.7
1933,1,10,1.0,6.4
1920,5,10,1.0,7.1
1956,9,10,1.0,6.4
1977,3,10,1.0,4.6
1943,9,10,1.0,6.6
1969,9,10,1.0,6.8
1942,6,10,1.0,6.7
1948,12,10,1.0,7.2
1941,10,10,1.0,5.7
2004,2,10,1.0,5.7
1955,6,10,1.0,7.5
1955,1,10,1.0,7.1
1929,6,10,1.0,6.7
2004,6,10,1.0,6.6
2003,9,10,1.0,6.8
2024,5,10,1.0,7.6
1932,11,10,1.0,7.0
2016,2,10,1.0,6.0
2021,7,10,1.0,6.4
1971,5,10,2.0,6.7
1945,7,10,1.0,6.1
1973,2,10,1.0,6.4
1993,5,10,1.0,6.9
1964,9,6,1.0,4.3
2019,1,10,1.0,7.5
1922,8,10,1.0,6.3
1939,4,10,1.0,5.5
1989,11,10,1.0,6.7
2003,2,10,3.0,6.2
1980,5,10,1.0,5.9
1952,10,10,1.0,5.7
1973,9,10,1.0,4.6
1941,5,10,1.0,2.1
1958,9,10,1.0,3.4
2013,5,10,1.0,7.2
1991,10,10,1.0,6.6
1984,1,10,1.0,5.8
1950,11,10,1.0,6.1
1941,3,10,1.0,6.0
1945,8,10,1.0,5.9
1971,7,10,2.0,7.6
1965,7,10,1.0,5.3
2013,10,10,1.0,6.6
1943,5,9,1.0,6.9
1965,8,10,1.0,7.0
1951,3,10,1.0,6.6
2015,7,10,1.0,7.0
2014,8,10,1.0,7.0
1998,7,10,1.0,7.9
1999,2,10,1.0,6.8
1946,1,10,1.0,6.7
1980,1,10,1.0,6.8
1981,10,10,1.0,7.4
1983,2,10,1.0,7.1
1944,1,10,1.0,6.3
1982,1,10,1.0,7.0
1986,11,10,1.0,3.8
1999,11,10,1.0,6.2
1986,6,10,1.0,5.6
1992,7,10,1.0,5.4
2012,4,10,1.0,7.0
1951,1,10,1.0,5.5
2000,11,10,1.0,6.2
1945,7,10,1.0,7.1
1954,3,10,1.0,6.8
1937,3,10,1.0,6.8
1961,12,10,1.0,5.8
1958,9,10,1.0,4.6
1981,5,10,1.0,6.7
1938,7,10,1.0,5.7
1995,5,10,2.0,5.3
2007,2,10,1.0,5.3
1967,11,10,2.0,5.8
1995,10,10,1.0,6.4
1972,5,10,1.0,6.5
1931,7,10,1.0,6.4
1940,9,10,1.0,6.0
1953,11,10,1.0,7.2
2018,4,10,1.0,8.9
1997,7,10,2.0,6.1
1999,12,10,2.0,6.9
2000,8,10,1.0,6.8
1945,1,10,1.0,6.5
1946,9,10,1.0,6.8
1960,3,10,1.0,5.6
2004,9,10,1.0,6.4
1975,9,10,1.0,5.5
1942,3,10,1.0,5.7
1993,11,10,1.0,7.6
1958,6,10,1.0,6.9
1941,9,9,1.0,7.1
1997,3,10,1.0,6.5
2022,10,10,2.0,6.5
1932,9,10,1.0,6.7
1964,1,9,2.0,6.3
1948,12,10,1.0,6.1
1974,5,10,1.0,6.7
1945,5,10,1.0,5.2
1965,8,10,1.0,4.4
1978,9,10,2.0,5.5
1957,8,10,1.0,5.7
2003,10,1,1.0,6.0
1998,11,10,1.0,7.2
1994,12,10,1.0,4.0
1930,12,10,1.0,5.8
1961,7,10,1.0,6.9
1990,8,10,1.0,6.2
1970,3,10,1.0,7.4
1927,10,10,1.0,7.2
1985,4,10,1.0,6.1
1996,5,10,1.0,6.6
2005,11,10,1.0,7.0
1985,12,10,2.0,4.5
2016,11,10,1.0,5.9
1964,6,10,1.0,5.1
1988,9,10,1.0,7.0
1949,12,10,1.0,7.0
1974,5,10,2.0,6.9
1959,9,10,1.0,5.5
1955,4,10,59.0,5.4
1985,10,10,1.0,5.8
2016,1,10,1.0,6.8
1926,2,10,1.0,6.1
2019,1,8,1.0,8.8
1928,1,10,1.0,7.2
1944,12,10,1.0,7.0
2011,11,10,1.0,6.2
1995,2,10,1.0,6.6
2023,8,10,2.0,7.1
1941,10,10,1.0,6.5
2006,2,10,1.0,7.4
1940,7,10,1.0,7.7
2002,1,10,2.0,7.6
1955,12,10,1.0,6.4
1951,12,10,1.0,7.6
1946,6,10,1.0,6.8
1935,8,10,1.0,6.9
2025,3,10,1.0,5.6
2004,11,5,1.0,7.1
1979,7,10,1.0,5.7
1995,9,10,2.0,5.1
2014,9,10,1.0,6.6
2003,9,10,1.0,6.3
1996,4,10,1.0,5.9
2020,9,10,1.0,6.4
1960,6,10,2.0,6.7
2019,11,10,1.0,6.6
1932,1,10,1.0,6.6
1945,4,10,1.0,5.9
2008,12,10,1.0,8.0
2005,3,10,1.0,6.9
1951,1,10,2.0,7.1
2024,8,10,1.0,5.4
1976,9,10,1.0,5.2
1980,12,10,1.0,6.0
1976,2,10,1.0,5.6
1961,5,10,1.0,7.2
1937,8,10,1.0,6.2
2008,1,10,1.0,6.5
2015,6,10,1.0,5.6
2009,7,10,2.0,6.9
1974,11,10,1.0,7.4
1980,9,10,1.0,5.7
1971,9,10,2.0,7.6
2015,2,10,1.0,5.5
1928,9,10,2.0,6.8
1943,5,10,1.0,8.0
1998,8,10,1.0,7.6
1937,12,10,1.0,6.9
1969,3,10,1.0,6.8
1983,11,8,1.0,6.8
1971,4,10,2.0,7.2
1929,8,10,1.0,6.4
1991,12,10,2.0,8.1
1930,1,10,1.0,5.0
1988,3,10,1.0,6.8
1977,4,10,1.0,7.2
1967,10,10,1.0,5.9
2012,5,10,1.0,6.2
1968,12,10,55.0,6.3
1948,4,10,1.0,7.4
1930,8,6,1.0,6.9
1921,8,5,1.0,6.2
2023,4,10,1.0,5.1
1936,11,9,1.0,6.6
2018,3,10,1.0,6.2
1951,5,10,1.0,5.9
1930,4,10,2.0,6.5
2024,3,10,1.0,5.3
1959,2,10,1.0,7.6
2007,12,10,1.0,4.1
1991,8,10,1.0,5.1
1929,11,10,1.0,6.0
1994,6,10,1.0,7.6
1951,9,10,1.0,6.7
1950,4,10,1.0,6.0
2001,4,10,1.0,7.3
1961,12,10,1.0,4.8
2009,9,10,1.0,6.9
1959,9,7,1.0,4.2
2012,10,1,1.0,8.4
1975,5,10,1.0,6.1
2005,3,10,1.0,7.2
1929,2,10,1.0,8.5
1965,10,6,1.0,6.0
2009,8,10,1.0,7.4
1989,3,10,1.0,6.0
1964,3,10,1.0,5.5
1946,7,10,1.0,5.7
1970,9,10,1.0,7.6
1950,1,10,1.0,6.4
2022,2,10,1.0,6.1
1927,12,10,1.0,7.0
2012,4,10,1.0,5.4
1969,8,10,1.0,5.3
1956,6,10,1.0,5.6
1945,3,10,1.0,7.5
1962,9,10,1.0,6.4
1991,11,10,1.0,6.0
1994,9,10,1.0,6.5
1995,2,10,1.0,6.6
1994,12,10,1.0,5.6
1977,1,10,1.0,6.9
1928,1,10,1.0,6.0
1924,1,9,1.0,6.4
1983,11,10,1.0,7.0
1944,2,10,1.0,7.5
1941,11,10,1.0,6.4
2019,3,10,1.0,6.9
2010,2,10,1.0,7.2
2011,7,10,1.0,7.2
1931,11,10,1.0,6.1
2015,10,10,2.0,6.4
1975,9,10,1.0,7.5
1935,12,10,1.0,7.0
1967,12,10,1.0,6.9
2016,8,10,1.0,7.5
1968,7,10,1.0,7.2
1976,9,10,1.0,5.1
2002,3,10,1.0,5.3
2024,10,10,1.0,6.1
2009,5,10,1.0,9.2
2012,11,10,1.0,5.3
1963,12,10,1.0,6.6
1967,5,10,1.0,2.8
1966,2,10,1.0,7.5
1996,10,6,1.0,7.8
1965,1,10,1.0,4.4
1984,5,8,1.0,5.0
1963,5,10,1.0,6.2
1964,1,10,3.0,8.3
1992,1,10,1.0,5.5
2016,1,10,1.0,4.4
1951,7,10,2.0,5.8
2002,4,10,1.0,6.2
1999,4,10,1.0,5.8
1953,11,10,1.0,6.8
2014,7,10,1.0,6.4
1976,11,2,45.0,7.6
1992,3,10,1.0,5.5
1944,7,10,3.0,6.1
2012,11,10,2.0,7.3
2020,3,10,1.0,6.2
1988,6,10,1.0,7.0
1969,7,10,1.0,5.0
1941,12,10,1.0,6.1
1992,11,10,1.0,8.0
1989,5,10,1.0,4.5
1980,10,10,1.0,7.1
1985,9,10,1.0,7.4
1965,9,10,1.0,5.6
1940,6,10,1.0,6.8
1950,7,10,1.0,6.3
1979,9,10,1.0,5.8
2015,2,10,2.0,6.2
1971,1,10,1.0,4.6
1943,3,10,2.0,7.9
1987,12,10,1.0,6.5
1943,10,10,1.0,7.1
2019,1,10,1.0,5.5
1998,12,10,1.0,7.2
1969,1,10,1.0,6.1
2020,2,10,1.0,5.6
1935,4,10,57.0,5.1
1999,5,10,1.0,5.1
1951,12,10,1.0,7.2
1999,7,10,1.0,7.1
1953,5,10,1.0,6.9
1951,3,10,58.0,5.1
1974,4,10,1.0,5.1
1972,3,10,1.0,6.5
1980,7,10,1.0,7.2
1941,4,10,3.0,6.4
2019,4,10,1.0,4.7
1969,10,10,1.0,2.1
1977,4,10,1.0,4.7
1978,2,10,1.0,4.1
1944,11,10,1.0,6.2
1925,11,10,1.0,5.5
1963,6,10,2.0,7.6
1967,10,10,1.0,6.1
1954,12,10,1.0,6.7
2019,11,10,2.0,8.1
1957,11,10,1.0,4.6
1937,10,10,1.0,6.5
1977,3,10,1.0,6.3
1967,7,10,1.0,5.1
1997,11,10,2.0,6.4
1969,10,10,1.0,5.2
2023,11,10,1.0,6.8
1973,3,10,1.0,6.8
1982,7,9,1.0,7.0
1986,2,10,1.0,4.3
2009,7,10,1.0,5.8
1992,7,10,1.0,5.7
2017,11,10,1.0,5.5
2008,4,10,1.0,6.5
2011,9,10,1.0,7.0
1953,9,10,1.0,6.8
1971,6,10,1.0,6.2
1982,10,10,1.0,6.7
1934,12,10,3.0,7.1
1947,8,10,1.0,6.2
1974,9,10,1.0,6.1
1954,5,10,1.0,6.9
2008,2,10,2.0,7.8
1920,5,8,1.0,6.3
2013,6,10,1.0,6.2
1998,1,10,1.0,6.7
1935,7,10,1.0,6.4
1952,9,10,1.0,6.8
1956,11,10,3.0,7.6
1931,7,10,1.0,7.4
1980,9,10,1.0,5.5
2002,1,10,1.0,5.4
1931,9,10,1.0,5.5
1941,5,10,1.0,6.6
1979,7,10,1.0,4.3
1973,8,10,1.0,5.7
1972,3,10,1.0,4.1
2012,7,10,1.0,6.0
2018,3,4,1.0,7.4
1959,3,10,1.0,6.8
1961,5,10,1.0,7.1
1982,3,10,1.0,6.3
1969,1,10,1.0,6.8
2012,10,10,1.0,6.2
1967,7,10,1.0,5.5
1960,7,10,1.0,6.7
2006,2,10,1.0,5.3
1960,7,10,1.0,5.5
1932,3,10,1.0,7.8
2016,12,10,1.0,6.8
1943,3,10,1.0,6.4
2013,8,10,1.0,6.8
1959,9,10,1.0,6.4
2002,1,10,1.0,7.3
1928,2,5,1.0,5.8
1933,2,10,1.0,6.6
1935,2,10,1.0,7.5
2010,3,10,1.0,6.1
1935,9,10,1.0,6.4
1977,5,10,1.0,6.4
1929,5,10,1.0,4.7
1969,5,10,1.0,5.1
1965,2,10,1.0,5.6
2014,3,9,1.0,6.5
1927,2,10,2.0,6.0
1982,5,10,1.0,5.4
1931,5,10,1.0,5.6
1977,9,10,1.0,5.8
1956,2,10,2.0,8.0
1945,8,10,1.0,6.0
2020,4,10,2.0,6.3
1978,4,10,1.0,5.5
1972,5,6,1.0,5.7
1935,11,10,1.0,7.2
2014,5,10,1.0,6.9
2012,1,2,1.0,7.2
1927,2,7,1.0,6.6
1942,3,10,1.0,6.3
1993,4,10,1.0,6.0
2017,12,7,1.0,7.5
2001,1,10,1.0,6.4
1946,12,10,1.0,5.9
2011,7,10,1.0,7.6
1937,1,10,1.0,6.4
2021,5,10,1.0,5.7
1970,9,8,1.0,5.2
1968,1,10,2.0,7.2
1973,1,10,1.0,5.3
1943,9,10,1.0,6.5
1996,9,10,1.0,7.1
2001,8,10,48.0,6.6
2018,5,10,1.0,6.4
2001,12,10,1.0,5.3
1993,1,10,1.0,3.3
1972,5,10,1.0,5.4
1986,3,10,1.0,3.9
1947,11,10,1.0,6.0
2021,4,10,1.0,7.1
2016,8,10,2.0,7.1
1998,7,10,2.0,6.5
2021,9,10,1.0,7.1
1970,8,10,2.0,6.5
1956,8,10,1.0,6.3
1978,11,10,1.0,7.0
1996,3,10,1.0,6.2
1947,4,10,1.0,7.0
1974,3,10,1.0,6.4
1942,5,10,1.0,6.2
1987,9,10,1.0,3.7
1999,8,10,1.0,6.2
1922,11,10,1.0,7.0
1957,9,10,2.0,8.5
1955,3,10,1.0,6.2
2024,5,10,1.0,6.6
2019,11,10,1.0,5.6
1926,5,8,1.0,7.0
1996,4,10,2.0,5.9
1973,1,10,1.0,4.7
1984,3,10,1.0,5.6
1970,5,10,1.0,5.4
2017,3,10,2.0,6.2
1959,12,5,2.0,7.4
1940,1,10,1.0,6.1
1937,11,1,1.0,5.7
1924,3,10,1.0,6.7
1932,7,10,1.0,6.5
1946,10,10,1.0,7.0
2018,12,10,1.0,5.5
1936,1,10,1.0,6.0
2005,5,10,1.0,6.4
1958,5,10,1.0,6.6
1945,10,10,2.0,6.6
1956,5,10,1.0,4.9
1987,9,10,1.0,7.9
2000,3,10,1.0,7.4
1942,1,10,46.0,4.7
1979,4,10,1.0,7.5
1965,7,6,1.0,5.3
2000,4,10,1.0,6.0
1948,3,10,1.0,6.8
1938,2,10,1.0,4.9
1942,11,10,1.0,4.2
1974,8,10,1.0,6.9
1958,9,10,2.0,7.1
1971,10,10,2.0,7.2
1961,4,10,2.0,5.8
1953,4,10,1.0,6.1
2022,2,10,1.0,5.8
1960,12,10,1.0,5.2
2013,11,10,1.0,5.8
1999,9,10,1.0,6.5
1982,3,10,1.0,5.2
1956,2,10,1.0,7.1
1946,10,10,1.0,7.0
2019,1,10,1.0,4.0
1941,10,10,56.0,5.8
2021,12,10,2.0,7.1
1968,8,10,1.0,6.2
2003,12,10,1.0,6.2
1935,5,10,1.0,7.8
2013,2,6,1.0,7.3
1974,12,7,1.0,5.1
2002,5,10,1.0,6.7
1932,2,10,1.0,6.7
1951,2,10,1.0,7.5
2016,9,10,1.0,5.1
2022,12,4,1.0,3.4
1972,6,10,1.0,6.0
1993,1,10,1.0,6.2
2001,11,10,1.0,6.4
2011,9,10,2.0,8.1
1950,1,10,2.0,7.2
1991,6,10,1.0,6.7
1945,7,10,1.0,6.6
1978,2,10,1.0,4.6
2019,5,10,2.0,4.7
1929,8,10,1.0,6.0
2012,7,3,1.0,7.2
1958,1,10,2.0,7.1
2000,1,10,1.0,7.0
1975,3,10,1.0,7.7
1989,8,10,1.0,6.0
1935,7,6,52.0,5.3
1938,2,10,1.0,7.1
1943,6,1,1.0,7.5
1973,12,10,1.0,5.7
2014,2,10,1.0,6.3
2014,9,10,1.0,6.5
1938,11,10,1.0,7.7
1999,11,10,1.0,8.0
1929,3,10,1.0,6.7
2022,3,10,1.0,5.8
1943,12,10,1.0,7.1
1980,12,10,1.0,6.7
2021,9,10,2.0,6.1
1963,11,10,1.0,7.2
1993,8,10,1.0,6.7
1934,7,10,3.0,5.4
1977,3,10,1.0,5.6
1974,11,10,1.0,4.8
1967,6,10,1.0,5.9
1987,11,10,1.0,7.3
2020,10,10,1.0,6.6
2014,3,1,1.0,7.2
1966,12,10,1.0,4.6
1935,12,10,1.0,5.1
1944,9,10,1.0,5.7
1936,12,10,1.0,6.1
1983,2,10,1.0,7.1
1994,11,10,1.0,4.9
1984,11,10,1.0,4.8
1981,3,10,1.0,5.3
1927,4,4,47.0,6.4
1966,4,10,1.0,5.8
1940,4,10,1.0,6.8
1955,9,7,53.0,7.5
1973,11,10,1.0,7.1
1964,12,10,1.0,6.3
1962,1,10,55.0,5.3
1951,10,10,1.0,6.1
1946,12,10,1.0,5.9
1958,4,10,1.0,5.5
1971,10,8,1.0,4.1
1953,6,2,1.0,6.1
1957,8,10,1.0,3.8
1953,11,10,1.0,6.5
1934,8,10,1.0,6.3
2021,12,10,1.0,6.2
1985,1,10,1.0,6.1
1940,6,10,1.0,7.0
2011,2,10,1.0,5.9
1974,12,10,1.0,5.0
1969,10,10,1.0,6.1
1970,5,10,1.0,6.3
1931,5,10,1.0,5.7
1947,3,10,1.0,5.5
1978,9,10,1.0,6.4
1959,2,10,1.0,7.1
1939,4,10,1.0,6.3
1979,6,10,1.0,5.2
1997,7,10,1.0,4.7
1992,1,10,1.0,4.4
1920,11,10,1.0,5.7
1945,9,10,1.0,7.6
1940,6,10,1.0,5.4
1948,9,10,1.0,7.8
2019,10,10,1.0,5.4
1977,11,10,1.0,4.7
1948,9,10,1.0,5.3
1976,1,10,1.0,5.7
1963,9,10,1.0,6.3
1921,2,10,1.0,8.2
1932,6,10,1.0,6.5
1926,9,10,1.0,7.4
1956,9,10,1.0,6.2
2019,2,10,2.0,6.9
2023,11,10,1.0,6.0
1969,4,10,1.0,6.2
1933,3,10,1.0,4.3
1938,12,10,1.0,6.2
2017,9,10,1.0,4.2
1970,10,10,1.0,7.1
1979,8,10,1.0,6.5
1981,7,10,1.0,6.3
2012,2,10,1.0,5.4
2013,1,10,2.0,5.4
1988,11,10,1.0,4.6
2016,2,10,1.0,7.4
1952,8,10,1.0,6.2
2008,3,10,1.0,4.3
1963,2,10,1.0,6.0
1947,9,10,1.0,4.4
1968,9,10,1.0,5.5
1981,4,10,1.0,6.1
2024,12,10,1.0,5.4
1987,9,10,1.0,3.6
1936,9,10,1.0,6.5
1944,3,10,59.0,5.5
1950,5,10,1.0,5.7
1926,8,9,1.0,6.8
1946,8,10,1.0,6.5
2021,11,7,1.0,6.9
1991,4,10,1.0,5.3
1958,1,10,1.0,5.7
1951,1,10,1.0,7.3
1998,2,10,1.0,4.0
1970,10,10,1.0,5.9
1994,12,10,2.0,6.7
1996,12,10,2.0,5.9
1986,4,10,1.0,6.7
1951,9,10,1.0,6.8
1946,11,10,1.0,6.5
2025,1,10,1.0,8.1
2007,11,10,1.0,7.3
1980,9,10,1.0,6.1
1996,6,10,2.0,7.4
1957,9,10,1.0,6.7
1985,12,10,1.0,7.3
1982,6,10,1.0,5.5
