year,month,star_count,runtime,averageRating
1935,6,10,1.0,6.8
1956,2,10,1.0,6.0
2001,10,10,1.0,6.7
1942,9,10,1.0,5.9
1941,1,10,1.0,7.0
1935,1,10,1.0,6.9
1997,8,10,1.0,4.7
2014,9,10,1.0,6.8
1950,4,10,1.0,6.1
2001,3,10,1.0,5.6
2005,9,10,1.0,7.4
1938,7,10,1.0,6.3
1990,5,10,1.0,5.3
1994,3,10,1.0,5.3
1954,4,10,1.0,5.8
1956,9,10,1.0,6.3
2025,2,10,1.0,7.7
1942,12,10,1.0,6.3
1946,10,10,58.0,4.4
1973,5,10,1.0,2.1
1956,11,10,1.0,5.6
1931,9,10,1.0,7.2
1945,12,10,1.0,6.2
1995,12,10,2.0,4.6
1965,1,10,1.0,6.0
1958,2,10,1.0,7.7
1984,2,10,2.0,5.6
2011,1,10,1.0,7.4
1965,4,10,1.0,6.7
2009,5,10,1.0,6.0
1980,7,10,1.0,4.1
1923,10,10,1.0,4.6
1959,4,10,1.0,6.6
2025,3,5,2.0,7.3
1977,11,10,1.0,6.1
1925,4,8,1.0,6.2
1985,10,10,1.0,5.1
2007,6,10,1.0,8.4
1976,11,10,1.0,4.8
1954,1,10,1.0,6.5
1923,1,7,1.0,6.8
1963,5,10,1.0,7.4
1977,6,10,1.0,4.3
2021,7,10,1.0,6.3
1999,7,10,2.0,6.7
2015,3,10,1.0,7.5
1971,1,10,1.0,6.3
1991,9,10,2.0,6.9
1945,5,10,1.0,5.9
1968,5,10,1.0,5.8
1979,1,10,1.0,4.1
1976,10,10,1.0,4.6
2024,9,7,1.0,7.4
1995,9,10,1.0,6.9
1959,3,10,1.0,6.8
2021,2,10,1.0,7.4
1939,11,10,1.0,8.1
1931,4,10,1.0,7.0
1938,7,10,1.0,6.5
1959,2,10,1.0,6.5
1946,9,10,1.0,6.7
2019,5,10,1.0,6.6
1943,6,10,1.0,6.6
2002,9,10,1.0,6.1
1952,10,10,1.0,5.4
2024,5,10,1.0,7.1
1949,4,10,1.0,7.0
1956,9,10,1.0,7.1
1968,10,10,1.0,5.5
2000,2,10,1.0,4.7
2022,11,10,1.0,5.2
2002,11,10,1.0,5.8
1996,5,10,1.0,6.2
1968,3,10,1.0,6.0
1985,9,10,1.0,6.2
2022,6,7,1.0,7.2
1962,12,10,1.0,6.8
1963,1,3,1.0,5.5
1988,2,10,1.0,4.5
1948,12,10,1.0,5.9
2000,2,10,1.0,7.6
1954,7,10,1.0,6.7
1936,1,10,1.0,6.2
1933,12,10,1.0,5.4
1980,2,10,1.0,6.1
1990,9,10,1.0,4.9
1981,12,10,1.0,5.8
2001,11,10,1.0,5.9
1958,5,10,1.0,6.2
1980,8,10,1.0,4.8
1986,8,10,1.0,5.7
2022,9,10,1.0,4.8
2024,1,10,1.0,5.5
2003,9,10,1.0,5.0
1958,10,10,1.0,7.0
1996,7,10,2.0,7.6
1960,8,10,2.0,6.9
1963,9,7,1.0,5.2
1992,6,10,1.0,5.6
1954,9,10,1.0,6.1
2018,6,10,1.0,6.6
2011,1,10,1.0,7.6
1947,10,1,58.0,7.7
1961,2,10,1.0,3.6
1945,1,10,1.0,6.5
1984,3,10,2.0,6.6
1976,4,10,1.0,6.4
1970,10,10,2.0,6.4
1975,6,10,1.0,5.2
2018,12,10,1.0,7.5
1948,7,10,1.0,6.5
2013,3,10,1.0,6.0
2013,1,10,1.0,6.2
1984,2,10,1.0,7.2
2015,11,10,1.0,6.2
2021,4,10,1.0,5.5
1945,7,10,1.0,6.6
2024,5,10,1.0,5.7
1991,9,10,1.0,5.5
2024,3,10,2.0,6.6
1935,5,10,1.0,6.2
1995,1,10,1.0,3.7
1967,4,10,1.0,5.6
2017,8,10,1.0,4.8
1996,8,9,2.0,6.7
1962,5,10,1.0,7.4
1983,11,10,1.0,4.9
1985,1,5,1.0,7.2
2021,7,10,1.0,7.7
2002,10,1,1.0,6.3
1946,6,10,1.0,6.5
1997,3,10,1.0,7.0
1959,9,10,1.0,6.4
2012,6,10,1.0,4.9
1950,10,10,1.0,6.8
1952,8,10,1.0,5.8
2022,3,10,1.0,6.1
1927,1,9,1.0,5.1
1984,8,10,1.0,8.9
1995,4,10,1.0,3.6
1977,4,10,1.0,6.3
1986,3,10,1.0,6.1
1994,8,10,1.0,5.6
2021,4,8,1.0,6.2
1962,9,10,1.0,5.5
1974,11,10,1.0,4.5
2016,4,10,1.0,6.2
2009,4,10,2.0,6.6
1986,2,10,1.0,6.7
1967,3,10,1.0,5.1
2010,9,10,1.0,4.0
1997,7,10,2.0,7.7
1999,10,10,1.0,5.6
2012,6,10,2.0,5.8
1963,7,10,2.0,6.4
2001,3,10,1.0,7.9
2002,1,10,1.0,5.9
1974,9,10,1.0,4.3
1960,12,10,1.0,6.0
1990,10,10,1.0,5.9
1999,7,10,2.0,7.5
1988,3,10,1.0,4.6
2017,4,10,1.0,6.3
2020,12,2,1.0,6.8
1982,4,10,1.0,7.2
1995,11,10,1.0,8.3
1973,8,10,1.0,7.7
2018,6,10,1.0,5.8
1951,4,10,1.0,6.9
1998,1,10,1.0,5.3
1990,11,10,1.0,6.0
2013,8,10,1.0,7.9
1938,1,10,1.0,5.0
1991,1,10,1.0,5.3
1976,8,10,1.0,7.0
1941,6,10,1.0,5.4
1945,11,10,1.0,6.5
1926,7,6,1.0,5.0
2020,7,10,1.0,6.3
1997,4,10,2.0,6.2
1946,3,10,58.0,6.1
1979,7,10,1.0,4.9
1931,4,10,1.0,5.9
1951,5,10,58.0,5.6
2003,10,10,1.0,6.2
1959,6,10,1.0,7.1
1985,8,10,1.0,5.9
2013,12,10,2.0,7.5
1992,7,10,1.0,4.4
1937,1,10,1.0,5.7
2019,3,10,1.0,5.9
1929,11,10,1.0,6.5
1954,9,10,1.0,6.4
2018,2,10,1.0,4.1
2013,10,10,1.0,5.2
1977,11,10,1.0,4.8
1986,5,10,1.0,4.4
1925,3,10,56.0,7.8
1921,10,7,1.0,4.0
1998,6,10,1.0,6.6
1933,11,10,1.0,7.2
1997,3,10,1.0,7.0
1956,9,10,1.0,7.6
1995,12,10,3.0,4.8
1981,6,10,1.0,7.8
2024,7,10,1.0,6.7
1939,12,10,1.0,6.6
1931,10,10,1.0,6.1
1998,10,10,2.0,6.8
1952,5,10,1.0,6.4
2006,2,10,2.0,7.3
1973,9,10,1.0,5.5
2010,7,9,1.0,6.2
2021,5,10,1.0,6.7
1934,11,10,1.0,7.1
1985,1,10,1.0,5.1
2020,8,10,2.0,7.3
1952,9,10,1.0,6.1
1942,3,10,59.0,5.8
1967,8,10,2.0,6.8
1961,6,10,1.0,6.7
1989,11,10,1.0,6.9
1964,1,10,1.0,5.4
1935,4,10,1.0,5.4
2022,11,10,2.0,7.5
1924,9,10,1.0,6.5
1978,4,10,1.0,5.4
1986,1,10,1.0,5.3
2003,4,10,1.0,7.3
1963,3,10,1.0,5.0
1996,12,10,2.0,6.7
2013,8,10,1.0,6.6
1984,6,10,1.0,3.6
1973,9,10,1.0,6.2
2016,7,10,1.0,6.9
1931,5,10,1.0,5.5
2007,10,7,2.0,7.2
1928,3,10,1.0,6.5
2002,8,10,1.0,7.8
1985,5,10,1.0,5.2
1969,6,10,1.0,6.3
1986,11,10,1.0,7.7
2015,9,10,2.0,7.3
2016,7,10,2.0,6.6
1988,6,10,1.0,6.4
1994,8,10,1.0,3.5
2011,8,10,1.0,5.6
1972,3,10,1.0,5.8
2024,6,10,1.0,5.9
1932,2,10,1.0,6.1
1982,1,10,1.0,5.3
1983,7,10,1.0,4.3
1936,2,10,1.0,5.4
1950,12,10,58.0,7.1
1963,8,10,1.0,6.9
1982,9,10,1.0,4.2
1937,10,10,1.0,6.1
1996,3,10,2.0,3.7
2012,7,4,1.0,6.7
1962,2,10,1.0,4.5
1948,8,10,2.0,8.1
1979,1,10,1.0,6.4
1944,11,10,1.0,6.1
2000,3,10,1.0,5.9
1967,6,10,1.0,5.7
2010,7,10,1.0,6.3
1992,9,10,2.0,5.6
1960,5,10,1.0,5.9
1959,12,10,1.0,6.9
2012,1,10,1.0,5.0
1944,10,10,1.0,6.4
1949,2,10,1.0,7.1
1981,11,10,1.0,5.4
2002,8,10,1.0,5.3
1920,5,10,1.0,5.8
1921,1,10,1.0,6.8
1920,3,6,1.0,6.8
1932,3,10,1.0,6.8
2006,3,10,1.0,6.0
1960,5,10,2.0,7.1
1982,4,10,1.0,4.4
2020,8,10,1.0,5.3
1990,7,10,1.0,6.2
1959,11,10,1.0,5.3
1983,10,10,2.0,6.9
1936,12,10,1.0,6.4
1978,1,10,1.0,6.0
1990,8,2,1.0,6.1
1956,10,10,1.0,5.4
1997,10,10,1.0,5.6
1931,11,10,1.0,7.5
1992,8,10,2.0,4.4
1951,5,10,1.0,4.8
1929,6,10,1.0,5.6
1989,4,10,1.0,6.8
1923,11,8,50.0,5.8
1998,1,1,1.0,7.9
1932,1,10,1.0,6.1
1989,9,4,1.0,6.0
1972,8,10,1.0,5.4
1943,10,10,1.0,6.4
1966,3,8,1.0,5.4
1936,8,10,1.0,5.9
1994,4,10,1.0,4.5
1946,10,10,1.0,7.0
1937,2,10,1.0,7.1
1997,11,10,1.0,5.1
1920,2,7,50.0,5.6
1982,9,7,1.0,6.2
1986,1,10,1.0,5.7
1930,6,10,1.0,8.3
1993,1,10,1.0,6.1
1923,6,7,1.0,5.6
1994,11,4,1.0,6.5
2020,9,10,1.0,5.4
1936,8,10,1.0,5.7
2002,7,10,1.0,7.7
1981,4,10,1.0,6.5
2000,1,10,1.0,7.0
1967,1,10,2.0,6.4
1987,10,10,1.0,6.3
2021,3,10,1.0,7.3
1987,3,10,1.0,7.6
1934,5,10,1.0,6.1
1964,2,10,1.0,6.7
1948,12,10,1.0,7.5
2008,1,10,1.0,4.6
1961,1,10,2.0,6.6
1941,12,10,57.0,5.8
2025,1,10,2.0,5.8
1946,4,10,1.0,6.1
1990,10,10,1.0,6.0
1963,3,10,2.0,4.8
2014,10,7,1.0,6.0
1967,2,10,1.0,5.5
1995,11,10,2.0,8.2
2006,10,10,1.0,6.7
1944,10,10,1.0,6.3
2014,2,10,5.0,6.2
1943,10,10,1.0,5.8
1920,11,10,1.0,5.7
2014,8,10,1.0,6.4
1979,2,10,1.0,6.3
1997,11,10,2.0,7.6
1944,10,10,1.0,7.0
1972,9,10,2.0,5.8
1932,4,10,1.0,6.8
2020,2,10,2.0,8.0
1941,4,10,1.0,6.6
1994,8,10,1.0,7.5
1951,12,10,1.0,6.5
1966,12,10,1.0,5.8
2024,3,10,1.0,5.4
2004,3,10,2.0,7.9
1984,7,10,1.0,5.0
1947,6,10,1.0,6.6
1980,10,10,1.0,6.5
1998,2,10,1.0,4.4
2007,3,10,2.0,7.5
1972,2,10,1.0,5.1
1976,7,10,1.0,4.9
2003,10,10,1.0,6.7
1983,3,10,2.0,7.0
1974,1,10,1.0,3.0
1966,7,10,1.0,5.6
1946,11,10,1.0,7.2
1992,1,6,57.0,6.4
2018,8,10,1.0,6.9
1954,10,10,1.0,5.1
1993,3,10,1.0,4.3
2004,1,10,2.0,8.0
2016,9,10,2.0,5.0
1929,11,1,1.0,6.7
2025,3,10,1.0,9.0
2015,1,10,1.0,6.1
1929,4,10,1.0,3.5
1936,2,9,1.0,6.9
1940,2,10,1.0,6.9
1976,9,10,1.0,7.7
1989,10,10,1.0,5.3
1931,9,10,1.0,8.3
1941,4,10,1.0,6.4
1935,4,10,1.0,6.3
1997,4,10,1.0,6.1
1983,6,10,1.0,4.0
1928,2,10,1.0,5.6
1997,9,10,1.0,6.9
1950,4,10,1.0,6.1
1943,2,10,1.0,5.4
1985,3,10,1.0,6.7
1992,7,10,2.0,4.7
2007,3,10,2.0,7.1
2023,10,10,1.0,5.2
2021,10,10,1.0,7.1
2011,9,10,1.0,6.3
2007,2,10,1.0,5.9
2000,1,10,1.0,4.1
2024,1,6,1.0,7.3
1958,7,10,1.0,3.5
1961,10,10,1.0,5.2
1962,8,10,1.0,6.7
1951,7,10,1.0,6.3
2020,9,10,1.0,5.6
2016,1,10,1.0,7.1
1968,6,10,1.0,6.6
2009,1,10,1.0,5.3
1943,9,10,1.0,4.8
1993,7,10,2.0,6.3
1951,6,10,1.0,6.7
1924,10,10,1.0,7.4
1970,10,10,1.0,6.8
2022,12,10,1.0,6.7
1989,4,10,1.0,7.1
2004,11,10,1.0,5.3
1959,2,10,1.0,5.6
2001,9,10,1.0,6.8
1992,12,10,2.0,7.3
1998,12,10,1.0,4.6
2020,2,10,1.0,3.9
2003,8,2,1.0,7.9
2025,2,10,2.0,6.5
1978,3,10,1.0,4.9
2003,4,10,1.0,6.0
1939,9,10,1.0,5.8
1980,9,10,1.0,6.8
1983,3,10,2.0,7.2
2007,7,10,2.0,7.5
2024,10,10,1.0,7.5
1977,8,10,1.0,7.3
1965,12,8,1.0,6.6
1928,1,10,1.0,6.4
1934,1,10,4.0,5.7
1938,4,10,1.0,5.5
1949,2,10,1.0,6.1
1945,9,10,1.0,4.3
2003,11,10,1.0,5.0
2003,3,10,2.0,8.6
1938,11,10,1.0,6.6
1971,10,10,1.0,6.6
1965,3,7,1.0,6.1
2007,11,7,1.0,7.8
2025,2,10,1.0,7.2
2021,6,10,1.0,6.9
1962,8,10,1.0,5.9
1974,3,10,1.0,4.7
1958,1,10,50.0,7.6
2000,12,10,1.0,8.3
1934,11,10,1.0,7.5
2001,11,10,1.0,5.8
2015,3,10,1.0,4.8
1943,10,10,58.0,5.1
1946,9,10,1.0,7.6
1936,6,10,1.0,5.4
2014,3,10,2.0,6.4
2014,2,10,1.0,5.1
1987,1,10,2.0,6.6
1968,9,10,2.0,7.2
1942,8,10,1.0,7.5
1936,6,6,1.0,5.6
1943,9,10,1.0,5.1
1962,7,10,1.0,6.8
1946,2,10,56.0,6.3
1920,3,10,1.0,5.8
1984,1,10,1.0,6.1
1954,10,10,1.0,6.1
1981,1,10,1.0,4.5
1937,5,10,58.0,6.1
1924,8,10,1.0,6.3
1929,8,10,1.0,5.1
1922,2,10,1.0,6.1
2021,7,10,2.0,6.6
1934,6,10,1.0,6.5
2016,11,10,1.0,6.7
1955,7,10,1.0,6.6
1982,12,10,1.0,5.4
1967,1,10,1.0,6.2
1958,12,10,1.0,5.6
1931,4,9,1.0,5.7
1963,2,10,1.0,6.1
1986,12,10,1.0,7.1
1939,2,10,1.0,6.4
2005,2,10,1.0,4.9
1931,10,8,1.0,7.0
1933,1,6,55.0,6.3
2004,9,10,1.0,7.0
2011,7,10,1.0,5.3
1989,9,5,1.0,4.6
1979,9,10,1.0,5.2
1984,12,10,1.0,6.5
1987,9,10,1.0,4.7
1976,11,10,1.0,5.9
1942,10,10,1.0,5.8
2000,3,10,1.0,6.5
1930,3,10,1.0,4.8
1974,9,10,1.0,4.6
1923,7,10,1.0,4.6
1965,1,10,1.0,7.8
1935,10,10,1.0,3.4
1923,12,10,1.0,4.6
2001,5,10,1.0,4.2
1952,11,10,1.0,6.3
1939,12,10,1.0,6.9
1927,6,10,1.0,5.7
2010,2,10,1.0,1.7
1952,9,7,1.0,6.0
1964,11,10,1.0,6.8
2013,11,10,1.0,6.1
1967,12,10,1.0,6.3
1968,10,10,1.0,4.5
1985,1,5,2.0,4.2
2006,4,10,1.0,5.9
1961,7,10,1.0,7.1
1943,9,10,1.0,6.7
1957,4,10,1.0,9.0
1972,3,10,1.0,5.4
2009,4,10,2.0,7.7
2000,9,10,1.0,5.4
1997,7,10,1.0,5.6
1980,1,10,1.0,7.6
1935,8,10,1.0,6.1
1932,4,10,1.0,5.2
1956,6,10,1.0,3.8
1966,4,10,1.0,5.5
1924,10,8,1.0,4.8
1990,8,10,1.0,7.0
1946,11,10,1.0,5.4
2012,4,10,2.0,6.4
1952,10,9,1.0,6.7
1949,11,10,1.0,6.0
2007,8,10,1.0,6.7
1938,10,10,1.0,5.6
1946,7,10,1.0,6.6
1931,12,10,1.0,5.7
1930,11,10,1.0,5.1
1983,9,10,1.0,5.1
2009,4,10,1.0,6.2
1995,12,10,1.0,6.0
1960,8,10,1.0,5.7
1996,6,10,1.0,6.5
2006,9,10,1.0,7.4
1987,1,10,1.0,6.9
1977,10,10,1.0,4.8
2015,8,10,1.0,6.0
1979,12,10,1.0,3.0
2008,4,10,1.0,7.0
1977,8,10,2.0,7.1
2011,12,1,1.0,7.1
1974,1,10,1.0,3.8
1955,2,10,1.0,8.0
1994,4,10,7.0,8.2
1953,6,10,3.0,7.8
1951,1,10,1.0,6.6
1972,8,10,1.0,7.0
1937,9,10,56.0,5.7
2020,2,10,1.0,6.6
1949,8,10,1.0,5.8
1971,6,10,2.0,7.3
1931,1,10,1.0,5.2
1979,1,10,1.0,7.3
2000,8,10,1.0,6.4
1946,7,10,1.0,7.2
1968,4,10,1.0,6.7
1989,11,10,1.0,4.3
1977,9,10,1.0,4.8
1985,12,10,1.0,6.4
2008,6,10,1.0,6.5
1980,1,10,1.0,7.5
1927,2,7,1.0,2.8
1965,1,10,1.0,5.6
2005,1,9,1.0,7.2
2024,4,10,1.0,7.6
1925,8,10,5.0,5.6
1922,1,7,50.0,6.4
2018,8,10,1.0,3.3
1938,2,10,1.0,7.6
2023,12,10,1.0,5.2
1964,11,10,1.0,6.9
2021,1,10,1.0,6.0
1957,9,10,1.0,6.0
1942,5,10,1.0,6.2
2012,10,10,1.0,6.2
2020,10,10,2.0,6.6
1944,11,10,2.0,7.0
1926,10,10,1.0,7.7
1944,4,10,1.0,6.0
1998,11,5,1.0,7.5
1943,4,10,1.0,5.1
1989,12,10,1.0,5.7
1990,3,9,2.0,7.2
1951,9,10,1.0,7.2
2018,6,2,1.0,7.6
1963,9,10,1.0,5.0
1973,10,8,1.0,5.7
1969,9,10,1.0,5.5
1997,6,10,1.0,6.8
2023,9,10,1.0,6.3
1931,9,10,1.0,6.2
1956,9,10,1.0,6.0
1936,10,10,1.0,5.0
1977,10,10,2.0,7.4
2009,2,10,1.0,6.2
2007,8,10,1.0,5.6
1945,8,10,1.0,6.8
1943,1,10,4.0,6.5
1998,10,10,1.0,5.3
1920,9,10,1.0,5.2
1985,9,10,1.0,5.0
2004,10,10,1.0,6.7
1963,8,6,1.0,8.3
1974,7,8,1.0,5.8
2023,2,1,1.0,7.0
1979,9,10,1.0,6.0
1987,12,10,1.0,6.6
1936,4,10,1.0,6.6
1921,11,7,1.0,4.6
1999,1,9,1.0,7.0
1987,10,10,1.0,6.4
2024,6,6,1.0,6.6
1921,12,10,1.0,7.0
2003,2,10,1.0,7.0
1991,1,10,1.0,6.4
1974,8,10,1.0,5.2
1960,10,3,1.0,7.8
2004,6,10,2.0,7.5
1933,12,10,1.0,6.7
1940,1,10,1.0,6.5
1955,12,10,1.0,4.9
1939,9,10,1.0,6.8
2008,7,10,1.0,5.8
2015,8,10,2.0,6.3
1962,4,10,1.0,4.3
1942,6,10,1.0,5.9
1932,8,10,1.0,6.2
2001,2,10,1.0,6.0
2024,9,10,1.0,6.0
1941,4,10,1.0,5.9
1992,5,10,1.0,7.0
1965,3,10,1.0,7.4
1979,11,10,1.0,7.2
1992,4,6,1.0,4.9
2001,12,10,1.0,7.0
1996,11,10,2.0,4.8
2023,11,10,1.0,6.5
1976,10,10,1.0,5.8
1935,11,10,1.0,6.6
1958,2,10,1.0,5.3
2008,2,10,1.0,5.4
1962,10,10,1.0,5.9
1993,4,10,1.0,5.6
1943,12,10,1.0,7.1
1968,1,10,2.0,5.6
1970,12,10,3.0,7.9
2017,6,10,1.0,6.6
2011,10,10,1.0,5.7
2019,2,10,1.0,5.9
2011,12,10,2.0,7.2
1980,7,10,1.0,6.7
2004,10,10,1.0,4.0
1941,3,10,1.0,3.4
2013,5,10,1.0,6.6
1977,1,10,3.0,8.9
1945,12,10,1.0,6.3
1938,6,10,1.0,5.7
2020,9,10,1.0,6.4
2007,6,1,1.0,7.2
1957,8,10,1.0,6.2
1945,1,10,57.0,5.6
2010,7,10,1.0,6.3
2024,11,10,2.0,6.2
1930,1,10,1.0,7.0
1999,4,10,1.0,7.4
1931,10,10,1.0,6.0
1984,1,10,1.0,4.8
1990,5,10,1.0,5.7
1993,5,10,1.0,4.3
1925,9,6,1.0,6.8
2001,1,10,1.0,7.4
1969,6,10,1.0,7.6
1934,8,10,1.0,7.2
1973,6,10,1.0,6.3
2004,1,10,1.0,4.1
2019,11,10,1.0,7.6
1927,12,10,1.0,6.9
2001,3,10,1.0,7.8
2012,12,1,1.0,6.3
1981,5,10,1.0,6.6
1989,10,10,2.0,7.8
1963,12,7,1.0,7.9
1991,12,10,1.0,4.9
1970,10,10,1.0,6.8
2005,3,10,1.0,6.1
2013,9,10,1.0,5.4
2009,7,9,1.0,4.6
1932,4,10,59.0,6.0
1978,1,10,1.0,3.8
1972,12,10,1.0,7.6
1984,12,10,1.0,4.4
1960,10,10,1.0,5.0
1969,7,10,1.0,7.5
1961,12,10,1.0,8.0
1944,2,10,1.0,6.0
1956,8,10,1.0,7.2
2010,3,10,1.0,6.2
1962,7,10,1.0,8.1
2017,9,10,1.0,6.9
2003,10,10,1.0,4.8
1992,8,10,2.0,8.1
1955,2,10,1.0,7.3
2006,8,10,1.0,6.7
1950,3,10,1.0,5.8
2016,12,10,1.0,7.3
1967,4,10,1.0,7.3
2025,2,10,1.0,7.2
1961,1,10,2.0,6.9
1951,10,10,1.0,5.3
1936,2,10,1.0,6.2
2009,9,10,2.0,7.2
2010,7,10,1.0,7.4
1988,5,10,1.0,4.2
1991,12,10,1.0,6.2
1962,8,10,1.0,3.6
1922,4,10,1.0,6.3
1986,9,10,1.0,6.0
1992,7,10,1.0,7.1
1942,8,10,1.0,5.8
1951,7,10,54.0,5.3
1936,5,10,1.0,6.0
1984,8,10,1.0,4.0
1975,12,10,2.0,6.2
1983,6,10,1.0,7.1
2017,12,10,1.0,7.8
2023,7,10,2.0,7.6
2010,7,10,2.0,8.8
1935,8,10,1.0,7.2
1968,7,10,1.0,6.3
1959,1,6,2.0,8.1
1924,8,9,1.0,6.0
1934,1,10,2.0,7.0
1928,1,10,2.0,6.9
1944,10,10,1.0,5.9
2011,8,10,1.0,6.4
2007,6,10,2.0,7.3
1981,4,10,1.0,5.6
2018,4,10,1.0,6.5
1938,4,10,1.0,6.7
1969,1,8,1.0,5.1
2016,6,10,1.0,7.4
1978,4,10,1.0,5.0
1969,2,10,1.0,6.0
2008,2,10,1.0,8.0
2007,1,10,1.0,4.9
1956,12,10,1.0,5.6
1968,1,10,1.0,6.4
1968,5,10,1.0,6.0
1966,7,10,2.0,7.9
2022,6,10,1.0,6.3
1971,2,10,1.0,6.4
1979,8,10,1.0,6.1
1971,4,10,1.0,6.3
2014,9,10,1.0,7.8
2010,8,10,2.0,7.1
1965,12,10,2.0,7.3
1959,4,10,1.0,4.9
2016,10,10,1.0,6.3
1999,12,6,2.0,7.3
2024,4,10,1.0,6.2
1977,1,10,1.0,6.7
1930,3,10,58.0,6.1
2019,6,10,1.0,6.5
2009,1,10,1.0,7.3
2007,8,10,1.0,5.8
1966,5,6,46.0,3.9
1951,4,10,1.0,5.5
1979,2,10,1.0,7.2
1967,11,10,1.0,6.7
2001,7,10,1.0,5.2
1937,11,10,1.0,6.2
1948,5,10,1.0,5.4
1979,7,10,1.0,7.7
2010,4,9,1.0,7.7
1929,6,10,1.0,7.0
1951,6,10,1.0,6.7
1929,4,10,1.0,6.6
1929,5,10,1.0,6.8
2024,8,1,1.0,8.3
2018,8,10,1.0,6.1
1965,4,10,1.0,5.6
2006,3,10,2.0,7.6
1935,10,10,1.0,6.6
1958,5,10,1.0,6.1
2005,6,10,1.0,3.8
2025,1,9,1.0,7.1
1947,9,10,1.0,7.0
1974,4,10,1.0,5.9
1970,4,10,1.0,7.3
1980,9,10,1.0,4.2
1933,9,10,1.0,6.3
1962,10,10,1.0,7.3
1970,9,10,1.0,7.0
1959,2,10,1.0,6.3
1995,9,10,1.0,6.0
1957,9,10,1.0,7.5
1959,1,10,2.0,6.1
2000,8,10,1.0,6.1
1943,5,10,1.0,7.8
1976,9,10,1.0,6.1
1959,9,10,1.0,4.9
1956,1,10,2.0,8.4
1978,10,10,1.0,6.7
2022,4,10,1.0,8.9
1926,1,10,1.0,5.5
2007,2,10,1.0,6.5
1989,4,10,1.0,4.7
1966,12,10,1.0,5.4
1920,2,10,1.0,6.5
1962,9,10,1.0,5.8
1928,12,9,1.0,6.4
1935,9,10,1.0,6.2
1993,5,10,1.0,7.3
1980,12,5,1.0,6.0
1938,10,10,1.0,7.7
1937,6,10,1.0,7.5
1961,12,10,1.0,5.5
2021,6,10,1.0,7.6
2014,5,2,1.0,6.8
2025,4,10,1.0,4.9
1995,1,10,1.0,5.7
2008,9,10,2.0,6.1
1939,1,10,1.0,6.6
1981,12,10,1.0,4.0
2023,5,10,1.0,6.1
1957,7,10,1.0,5.5
1988,8,10,1.0,7.1
2021,6,10,1.0,6.2
1939,7,10,58.0,6.6
1935,6,10,1.0,5.8
2022,12,10,1.0,7.8
1949,3,10,1.0,6.1
1977,2,10,1.0,4.8
1999,3,10,2.0,8.7
1956,11,10,1.0,6.1
1951,4,10,1.0,5.8
1951,7,10,1.0,5.7
1934,1,10,1.0,7.3
2009,2,10,1.0,5.5
1974,1,10,1.0,6.5
1955,7,10,1.0,8.0
1938,3,10,1.0,5.6
1938,11,10,1.0,6.9
2001,9,10,1.0,7.3
1964,3,10,1.0,7.9
1938,5,10,1.0,6.1
2020,6,10,1.0,6.1
2009,9,10,1.0,6.1
1936,10,10,1.0,5.5
1926,12,10,1.0,7.0
1932,12,10,1.0,6.2
1995,4,10,1.0,4.5
1946,6,10,1.0,6.4
1966,3,10,2.0,6.3
1974,9,10,1.0,5.4
2007,6,10,2.0,7.1
1991,11,10,2.0,8.2
1939,10,10,1.0,5.2
1939,5,10,1.0,6.1
2014,7,10,1.0,7.3
1921,5,10,1.0,8.5
1995,4,10,1.0,8.0
2004,9,10,1.0,6.9
1982,10,10,1.0,5.4
1987,11,10,1.0,3.5
1924,11,10,1.0,6.2
1985,9,10,1.0,5.6
1952,6,10,1.0,6.7
1973,4,10,1.0,6.1
1944,3,8,1.0,7.0
2012,5,9,1.0,7.4
1930,2,7,1.0,4.2
1985,4,7,1.0,6.7
1997,6,10,1.0,6.4
2003,11,10,1.0,7.1
2004,3,10,1.0,6.1
1955,6,10,1.0,6.9
2003,7,10,1.0,7.6
1982,4,10,1.0,4.3
2005,1,10,1.0,6.5
2019,1,10,1.0,6.6
1959,10,10,1.0,5.4
1943,8,10,1.0,6.7
1958,5,10,1.0,5.4
1992,10,10,1.0,6.6
2002,8,8,1.0,6.4
1999,10,10,1.0,5.8
2005,5,10,1.0,7.0
1953,4,10,1.0,6.1
1962,10,10,2.0,6.3
1992,3,10,1.0,6.8
1986,5,10,1.0,5.6
2017,4,10,1.0,6.2
1995,5,10,1.0,6.6
2022,10,10,1.0,5.5
2020,12,10,1.0,3.7
2014,4,10,1.0,5.5
1951,10,10,1.0,6.2
1944,4,10,1.0,6.1
1979,5,10,1.0,6.8
1927,4,8,1.0,6.6
2001,3,10,1.0,6.1
1943,1,10,2.0,7.3
2008,11,10,1.0,6.8
1962,3,10,1.0,5.0
1964,7,10,1.0,7.2
2016,9,10,2.0,7.1
2021,8,10,1.0,7.4
2007,8,10,1.0,6.2
2019,8,10,1.0,6.7
1934,5,10,1.0,7.9
1931,4,10,1.0,5.4
2020,6,10,1.0,7.2
1945,8,10,1.0,6.6
2024,10,10,1.0,5.1
2019,12,10,1.0,6.5
1975,3,10,1.0,6.7
2022,1,10,1.0,6.3
1945,6,10,1.0,5.8
2016,7,10,1.0,4.8
1925,2,10,1.0,4.8
1948,11,10,1.0,6.0
1970,4,10,1.0,5.5
1975,12,10,1.0,6.6
1949,4,8,1.0,5.5
2019,3,10,1.0,5.8
